FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,Cause Of Death,Location Of Death,official_name
S08000022,w/c 2020-05-25,Count,Deaths,4,All,All,COVID-19 related,All,Highland
S08000022,w/c 2019-12-30,Count,Deaths,75,All,All,All causes,All,Highland
S08000022,w/c 2020-04-06,Count,Deaths,13,All,All,COVID-19 related,All,Highland
S08000022,w/c 2020-05-18,Count,Deaths,4,All,All,COVID-19 related,All,Highland
S08000022,w/c 2020-04-13,Count,Deaths,21,All,All,COVID-19 related,All,Highland
S08000022,w/c 2020-03-16,Count,Deaths,72,All,All,All causes,All,Highland
S08000022,w/c 2020-03-30,Count,Deaths,102,All,All,All causes,All,Highland
S08000022,2020,Count,Deaths,687,All,All,All causes,Home / Non-institution,Highland
S08000022,w/c 2020-05-04,Count,Deaths,9,All,All,COVID-19 related,All,Highland
S08000022,w/c 2020-05-11,Count,Deaths,83,All,All,All causes,All,Highland
S08000022,w/c 2020-03-30,Count,Deaths,11,All,All,COVID-19 related,All,Highland
S08000022,w/c 2020-02-10,Count,Deaths,68,All,All,All causes,All,Highland
S08000022,w/c 2020-06-01,Count,Deaths,73,All,All,All causes,All,Highland
S08000022,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Highland
S08000022,w/c 2020-04-20,Count,Deaths,22,All,All,COVID-19 related,All,Highland
S08000022,w/c 2020-01-20,Count,Deaths,77,All,All,All causes,All,Highland
S08000022,w/c 2020-05-18,Count,Deaths,73,All,All,All causes,All,Highland
S08000022,w/c 2020-05-04,Count,Deaths,83,All,All,All causes,All,Highland
S08000022,2020,Count,Deaths,37,All,All,COVID-19 related,Care Home,Highland
S08000022,w/c 2020-03-09,Count,Deaths,78,All,All,All causes,All,Highland
S08000022,w/c 2020-04-06,Count,Deaths,100,All,All,All causes,All,Highland
S08000022,w/c 2020-04-27,Count,Deaths,16,All,All,COVID-19 related,All,Highland
S08000022,w/c 2020-01-06,Count,Deaths,95,All,All,All causes,All,Highland
S08000022,w/c 2020-04-27,Count,Deaths,78,All,All,All causes,All,Highland
S08000022,2020,Count,Deaths,15,All,All,COVID-19 related,Home / Non-institution,Highland
S08000022,w/c 2020-03-02,Count,Deaths,70,All,All,All causes,All,Highland
S08000022,w/c 2020-03-23,Count,Deaths,5,All,All,COVID-19 related,All,Highland
S08000022,w/c 2020-06-08,Count,Deaths,67,All,All,All causes,All,Highland
S08000022,2020,Count,Deaths,113,All,All,COVID-19 related,All,Highland
S08000022,w/c 2020-04-13,Count,Deaths,107,All,All,All causes,All,Highland
S08000022,2020,Count,Deaths,0,All,All,All causes,Other institution,Highland
S08000022,w/c 2020-05-11,Count,Deaths,6,All,All,COVID-19 related,All,Highland
S08000022,w/c 2020-01-13,Count,Deaths,94,All,All,All causes,All,Highland
S08000022,2020,Count,Deaths,768,All,All,All causes,Hospital,Highland
S08000022,2020,Count,Deaths,61,All,All,COVID-19 related,Hospital,Highland
S08000022,w/c 2020-01-27,Count,Deaths,82,All,All,All causes,All,Highland
S08000022,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Highland
S08000022,w/c 2020-03-23,Count,Deaths,70,All,All,All causes,All,Highland
S08000022,w/c 2020-06-08,Count,Deaths,0,All,All,COVID-19 related,All,Highland
S08000022,w/c 2020-02-24,Count,Deaths,78,All,All,All causes,All,Highland
S08000022,w/c 2020-02-03,Count,Deaths,69,All,All,All causes,All,Highland
S08000022,w/c 2020-02-17,Count,Deaths,66,All,All,All causes,All,Highland
S08000024,w/c 2020-01-13,Count,Deaths,155,All,All,All causes,All,Lothian
S08000024,w/c 2020-03-16,Count,Deaths,169,All,All,All causes,All,Lothian
S08000024,w/c 2020-04-06,Count,Deaths,108,All,All,COVID-19 related,All,Lothian
S08000024,2020,Count,Deaths,413,All,All,COVID-19 related,Care Home,Lothian
S08000024,w/c 2020-04-13,Count,Deaths,271,All,All,All causes,All,Lothian
S08000024,w/c 2020-05-25,Count,Deaths,156,All,All,All causes,All,Lothian
S08000024,w/c 2020-04-27,Count,Deaths,99,All,All,COVID-19 related,All,Lothian
S08000024,2020,Count,Deaths,1882,All,All,All causes,Hospital,Lothian
S08000024,2020,Count,Deaths,250,All,All,COVID-19 related,Hospital,Lothian
S08000024,w/c 2020-04-20,Count,Deaths,258,All,All,All causes,All,Lothian
S08000024,w/c 2020-06-01,Count,Deaths,154,All,All,All causes,All,Lothian
S08000024,w/c 2020-03-30,Count,Deaths,32,All,All,COVID-19 related,All,Lothian
S08000024,w/c 2020-06-01,Count,Deaths,15,All,All,COVID-19 related,All,Lothian
S08000024,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Lothian
S08000024,w/c 2020-06-08,Count,Deaths,135,All,All,All causes,All,Lothian
S08000024,w/c 2020-02-10,Count,Deaths,171,All,All,All causes,All,Lothian
S08000024,w/c 2020-05-04,Count,Deaths,81,All,All,COVID-19 related,All,Lothian
S08000024,2020,Count,Deaths,36,All,All,COVID-19 related,Home / Non-institution,Lothian
S08000024,w/c 2020-02-24,Count,Deaths,171,All,All,All causes,All,Lothian
S08000024,w/c 2020-03-02,Count,Deaths,166,All,All,All causes,All,Lothian
S08000024,w/c 2020-04-13,Count,Deaths,109,All,All,COVID-19 related,All,Lothian
S08000024,w/c 2020-03-16,Count,Deaths,2,All,All,COVID-19 related,All,Lothian
S08000024,w/c 2020-05-11,Count,Deaths,224,All,All,All causes,All,Lothian
S08000024,w/c 2020-05-11,Count,Deaths,54,All,All,COVID-19 related,All,Lothian
S08000024,2020,Count,Deaths,4597,All,All,All causes,All,Lothian
S08000024,w/c 2020-05-18,Count,Deaths,189,All,All,All causes,All,Lothian
S08000024,w/c 2020-05-25,Count,Deaths,24,All,All,COVID-19 related,All,Lothian
S08000024,2020,Count,Deaths,0,All,All,All causes,Other institution,Lothian
S08000024,w/c 2020-05-04,Count,Deaths,207,All,All,All causes,All,Lothian
S08000024,w/c 2019-12-30,Count,Deaths,166,All,All,All causes,All,Lothian
S08000024,2020,Count,Deaths,699,All,All,COVID-19 related,All,Lothian
S08000024,w/c 2020-04-06,Count,Deaths,313,All,All,All causes,All,Lothian
S08000024,w/c 2020-03-09,Count,Deaths,182,All,All,All causes,All,Lothian
S08000024,w/c 2020-04-27,Count,Deaths,280,All,All,All causes,All,Lothian
S08000024,w/c 2020-04-20,Count,Deaths,113,All,All,COVID-19 related,All,Lothian
S08000024,2020,Count,Deaths,1459,All,All,All causes,Care Home,Lothian
S08000024,w/c 2020-02-03,Count,Deaths,191,All,All,All causes,All,Lothian
S08000024,w/c 2020-03-23,Count,Deaths,7,All,All,COVID-19 related,All,Lothian
S08000024,w/c 2020-01-06,Count,Deaths,196,All,All,All causes,All,Lothian
S08000024,w/c 2020-01-20,Count,Deaths,165,All,All,All causes,All,Lothian
S08000024,w/c 2020-03-30,Count,Deaths,228,All,All,All causes,All,Lothian
S08000024,w/c 2020-02-17,Count,Deaths,152,All,All,All causes,All,Lothian
S08000024,w/c 2020-05-18,Count,Deaths,44,All,All,COVID-19 related,All,Lothian
S08000024,2020,Count,Deaths,1256,All,All,All causes,Home / Non-institution,Lothian
S08000024,w/c 2020-01-27,Count,Deaths,154,All,All,All causes,All,Lothian
S08000024,w/c 2020-03-23,Count,Deaths,144,All,All,All causes,All,Lothian
S08000024,w/c 2020-06-08,Count,Deaths,11,All,All,COVID-19 related,All,Lothian
S08000025,w/c 2020-06-08,Count,Deaths,0,All,All,COVID-19 related,All,Orkney
S08000025,w/c 2020-04-20,Count,Deaths,0,All,All,COVID-19 related,All,Orkney
S08000025,w/c 2020-02-17,Count,Deaths,1,All,All,All causes,All,Orkney
S08000025,2020,Count,Deaths,0,All,All,COVID-19 related,Home / Non-institution,Orkney
S08000025,w/c 2020-01-27,Count,Deaths,2,All,All,All causes,All,Orkney
S08000025,w/c 2020-02-10,Count,Deaths,3,All,All,All causes,All,Orkney
S08000025,w/c 2020-05-25,Count,Deaths,0,All,All,COVID-19 related,All,Orkney
S08000025,w/c 2020-04-13,Count,Deaths,4,All,All,All causes,All,Orkney
S08000025,w/c 2020-06-01,Count,Deaths,8,All,All,All causes,All,Orkney
S08000025,w/c 2020-03-02,Count,Deaths,5,All,All,All causes,All,Orkney
S08000025,w/c 2020-05-25,Count,Deaths,5,All,All,All causes,All,Orkney
S08000025,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Orkney
S08000025,2020,Count,Deaths,2,All,All,COVID-19 related,All,Orkney
S08000025,w/c 2020-04-20,Count,Deaths,6,All,All,All causes,All,Orkney
S08000025,w/c 2020-05-18,Count,Deaths,0,All,All,COVID-19 related,All,Orkney
S08000025,2020,Count,Deaths,26,All,All,All causes,Hospital,Orkney
S08000025,w/c 2020-01-13,Count,Deaths,2,All,All,All causes,All,Orkney
S08000025,2020,Count,Deaths,2,All,All,COVID-19 related,Hospital,Orkney
S08000025,w/c 2020-02-24,Count,Deaths,4,All,All,All causes,All,Orkney
S08000025,2020,Count,Deaths,0,All,All,COVID-19 related,Care Home,Orkney
S08000025,2020,Count,Deaths,74,All,All,All causes,Home / Non-institution,Orkney
S08000025,w/c 2020-05-11,Count,Deaths,0,All,All,COVID-19 related,All,Orkney
S08000025,w/c 2020-05-18,Count,Deaths,8,All,All,All causes,All,Orkney
S08000025,w/c 2020-05-11,Count,Deaths,5,All,All,All causes,All,Orkney
S08000025,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Orkney
S08000025,w/c 2020-03-09,Count,Deaths,6,All,All,All causes,All,Orkney
S08000025,w/c 2020-04-27,Count,Deaths,0,All,All,COVID-19 related,All,Orkney
S08000025,w/c 2020-04-06,Count,Deaths,11,All,All,All causes,All,Orkney
S08000025,w/c 2020-05-04,Count,Deaths,2,All,All,All causes,All,Orkney
S08000025,w/c 2020-03-23,Count,Deaths,8,All,All,All causes,All,Orkney
S08000025,2020,Count,Deaths,0,All,All,All causes,Other institution,Orkney
S08000025,w/c 2020-02-03,Count,Deaths,5,All,All,All causes,All,Orkney
S08000025,2020,Count,Deaths,16,All,All,All causes,Care Home,Orkney
S08000025,2020,Count,Deaths,116,All,All,All causes,All,Orkney
S08000025,w/c 2020-03-30,Count,Deaths,9,All,All,All causes,All,Orkney
S08000025,w/c 2020-01-06,Count,Deaths,5,All,All,All causes,All,Orkney
S08000025,w/c 2020-04-13,Count,Deaths,0,All,All,COVID-19 related,All,Orkney
S08000025,w/c 2020-01-20,Count,Deaths,4,All,All,All causes,All,Orkney
S08000025,w/c 2020-04-06,Count,Deaths,2,All,All,COVID-19 related,All,Orkney
S08000025,w/c 2020-04-27,Count,Deaths,3,All,All,All causes,All,Orkney
S08000025,w/c 2020-06-01,Count,Deaths,0,All,All,COVID-19 related,All,Orkney
S08000025,w/c 2020-03-23,Count,Deaths,0,All,All,COVID-19 related,All,Orkney
S08000025,w/c 2020-05-04,Count,Deaths,0,All,All,COVID-19 related,All,Orkney
S08000025,w/c 2019-12-30,Count,Deaths,1,All,All,All causes,All,Orkney
S08000025,w/c 2020-03-16,Count,Deaths,7,All,All,All causes,All,Orkney
S08000025,w/c 2020-06-08,Count,Deaths,2,All,All,All causes,All,Orkney
S08000025,w/c 2020-03-30,Count,Deaths,0,All,All,COVID-19 related,All,Orkney
S08000026,2020,Count,Deaths,7,All,All,COVID-19 related,All,Shetland
S08000026,w/c 2020-04-13,Count,Deaths,1,All,All,COVID-19 related,All,Shetland
S08000026,w/c 2020-05-11,Count,Deaths,0,All,All,COVID-19 related,All,Shetland
S08000026,w/c 2020-03-23,Count,Deaths,9,All,All,All causes,All,Shetland
S08000026,w/c 2020-03-30,Count,Deaths,8,All,All,All causes,All,Shetland
S08000026,w/c 2020-02-03,Count,Deaths,6,All,All,All causes,All,Shetland
S08000026,w/c 2020-03-16,Count,Deaths,3,All,All,All causes,All,Shetland
S08000026,w/c 2020-05-25,Count,Deaths,0,All,All,COVID-19 related,All,Shetland
S08000026,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Shetland
S08000026,w/c 2020-04-27,Count,Deaths,6,All,All,All causes,All,Shetland
S08000026,w/c 2020-04-06,Count,Deaths,4,All,All,COVID-19 related,All,Shetland
S08000026,w/c 2020-05-25,Count,Deaths,5,All,All,All causes,All,Shetland
S08000026,2020,Count,Deaths,5,All,All,COVID-19 related,Care Home,Shetland
S08000026,w/c 2020-02-24,Count,Deaths,3,All,All,All causes,All,Shetland
S08000026,w/c 2020-01-13,Count,Deaths,2,All,All,All causes,All,Shetland
S08000026,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Shetland
S08000026,w/c 2020-04-06,Count,Deaths,8,All,All,All causes,All,Shetland
S08000026,2020,Count,Deaths,30,All,All,All causes,Hospital,Shetland
S08000026,w/c 2020-05-11,Count,Deaths,6,All,All,All causes,All,Shetland
S08000026,2020,Count,Deaths,29,All,All,All causes,Home / Non-institution,Shetland
S08000026,w/c 2020-06-08,Count,Deaths,0,All,All,COVID-19 related,All,Shetland
S08000026,w/c 2020-05-18,Count,Deaths,0,All,All,COVID-19 related,All,Shetland
S08000026,w/c 2020-02-10,Count,Deaths,4,All,All,All causes,All,Shetland
S08000026,w/c 2020-01-20,Count,Deaths,2,All,All,All causes,All,Shetland
S08000026,w/c 2020-03-09,Count,Deaths,3,All,All,All causes,All,Shetland
S08000026,w/c 2019-12-30,Count,Deaths,5,All,All,All causes,All,Shetland
S08000026,w/c 2020-04-20,Count,Deaths,2,All,All,All causes,All,Shetland
S08000026,w/c 2020-06-01,Count,Deaths,0,All,All,COVID-19 related,All,Shetland
S08000026,w/c 2020-05-04,Count,Deaths,0,All,All,COVID-19 related,All,Shetland
S08000026,w/c 2020-06-01,Count,Deaths,3,All,All,All causes,All,Shetland
S08000026,2020,Count,Deaths,48,All,All,All causes,Care Home,Shetland
S08000026,w/c 2020-05-18,Count,Deaths,2,All,All,All causes,All,Shetland
S08000026,w/c 2020-04-13,Count,Deaths,3,All,All,All causes,All,Shetland
S08000026,w/c 2020-03-02,Count,Deaths,4,All,All,All causes,All,Shetland
S08000026,w/c 2020-06-08,Count,Deaths,4,All,All,All causes,All,Shetland
S08000026,w/c 2020-04-20,Count,Deaths,0,All,All,COVID-19 related,All,Shetland
S08000026,w/c 2020-02-17,Count,Deaths,4,All,All,All causes,All,Shetland
S08000026,2020,Count,Deaths,0,All,All,COVID-19 related,Home / Non-institution,Shetland
S08000026,w/c 2020-03-23,Count,Deaths,0,All,All,COVID-19 related,All,Shetland
S08000026,w/c 2020-01-06,Count,Deaths,4,All,All,All causes,All,Shetland
S08000026,2020,Count,Deaths,0,All,All,All causes,Other institution,Shetland
S08000026,w/c 2020-01-27,Count,Deaths,5,All,All,All causes,All,Shetland
S08000026,2020,Count,Deaths,107,All,All,All causes,All,Shetland
S08000026,w/c 2020-04-27,Count,Deaths,1,All,All,COVID-19 related,All,Shetland
S08000026,w/c 2020-05-04,Count,Deaths,6,All,All,All causes,All,Shetland
S08000026,2020,Count,Deaths,2,All,All,COVID-19 related,Hospital,Shetland
S08000026,w/c 2020-03-30,Count,Deaths,1,All,All,COVID-19 related,All,Shetland
S08000028,w/c 2020-05-25,Count,Deaths,0,All,All,COVID-19 related,All,Western Isles
S08000028,w/c 2020-01-27,Count,Deaths,10,All,All,All causes,All,Western Isles
S08000028,w/c 2020-03-09,Count,Deaths,11,All,All,All causes,All,Western Isles
S08000028,2020,Count,Deaths,63,All,All,All causes,Hospital,Western Isles
S08000028,2020,Count,Deaths,176,All,All,All causes,All,Western Isles
S08000028,w/c 2020-04-20,Count,Deaths,0,All,All,COVID-19 related,All,Western Isles
S08000028,2020,Count,Deaths,0,All,All,All causes,Other institution,Western Isles
S08000028,w/c 2020-01-06,Count,Deaths,8,All,All,All causes,All,Western Isles
S08000028,2020,Count,Deaths,52,All,All,All causes,Home / Non-institution,Western Isles
S08000028,w/c 2020-02-03,Count,Deaths,11,All,All,All causes,All,Western Isles
S08000028,w/c 2020-05-11,Count,Deaths,4,All,All,All causes,All,Western Isles
S08000028,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Western Isles
S08000028,w/c 2020-04-27,Count,Deaths,0,All,All,COVID-19 related,All,Western Isles
S08000028,w/c 2020-03-30,Count,Deaths,0,All,All,COVID-19 related,All,Western Isles
S08000028,w/c 2020-05-04,Count,Deaths,2,All,All,All causes,All,Western Isles
S08000028,w/c 2020-02-17,Count,Deaths,8,All,All,All causes,All,Western Isles
S08000028,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Western Isles
S08000028,w/c 2020-06-08,Count,Deaths,0,All,All,COVID-19 related,All,Western Isles
S08000028,w/c 2020-03-23,Count,Deaths,0,All,All,COVID-19 related,All,Western Isles
S08000028,w/c 2020-05-11,Count,Deaths,0,All,All,COVID-19 related,All,Western Isles
S08000028,2020,Count,Deaths,0,All,All,COVID-19 related,Hospital,Western Isles
S08000028,2020,Count,Deaths,0,All,All,COVID-19 related,Home / Non-institution,Western Isles
S08000028,w/c 2020-03-02,Count,Deaths,6,All,All,All causes,All,Western Isles
S08000028,2020,Count,Deaths,61,All,All,All causes,Care Home,Western Isles
S08000028,w/c 2020-04-27,Count,Deaths,5,All,All,All causes,All,Western Isles
S08000028,w/c 2020-01-20,Count,Deaths,10,All,All,All causes,All,Western Isles
S08000028,w/c 2020-04-13,Count,Deaths,8,All,All,All causes,All,Western Isles
S08000028,w/c 2020-03-30,Count,Deaths,6,All,All,All causes,All,Western Isles
S08000028,w/c 2020-05-25,Count,Deaths,7,All,All,All causes,All,Western Isles
S08000028,w/c 2020-03-23,Count,Deaths,5,All,All,All causes,All,Western Isles
S08000028,w/c 2020-04-20,Count,Deaths,10,All,All,All causes,All,Western Isles
S08000028,w/c 2020-05-18,Count,Deaths,5,All,All,All causes,All,Western Isles
S08000028,2020,Count,Deaths,0,All,All,COVID-19 related,All,Western Isles
S08000028,w/c 2020-06-01,Count,Deaths,5,All,All,All causes,All,Western Isles
S08000028,w/c 2020-03-16,Count,Deaths,5,All,All,All causes,All,Western Isles
S08000028,w/c 2020-02-10,Count,Deaths,3,All,All,All causes,All,Western Isles
S08000028,w/c 2020-02-24,Count,Deaths,10,All,All,All causes,All,Western Isles
S08000028,w/c 2020-05-04,Count,Deaths,0,All,All,COVID-19 related,All,Western Isles
S08000028,w/c 2020-06-01,Count,Deaths,0,All,All,COVID-19 related,All,Western Isles
S08000028,w/c 2020-04-13,Count,Deaths,0,All,All,COVID-19 related,All,Western Isles
S08000028,w/c 2020-01-13,Count,Deaths,10,All,All,All causes,All,Western Isles
S08000028,w/c 2020-06-08,Count,Deaths,10,All,All,All causes,All,Western Isles
S08000028,w/c 2020-05-18,Count,Deaths,0,All,All,COVID-19 related,All,Western Isles
S08000028,w/c 2020-04-06,Count,Deaths,0,All,All,COVID-19 related,All,Western Isles
S08000028,w/c 2020-04-06,Count,Deaths,8,All,All,All causes,All,Western Isles
S08000028,w/c 2019-12-30,Count,Deaths,9,All,All,All causes,All,Western Isles
S08000028,2020,Count,Deaths,0,All,All,COVID-19 related,Care Home,Western Isles
S12000047,2020,Count,Deaths,2059,All,All,All causes,All,Fife
S12000047,w/c 2020-03-16,Count,Deaths,2,All,All,COVID-19 related,All,Fife
S12000047,2020,Count,Deaths,17,All,All,COVID-19 related,Home / Non-institution,Fife
S12000047,w/c 2020-06-08,Count,Deaths,3,All,All,COVID-19 related,All,Fife
S12000047,w/c 2020-01-13,Count,Deaths,96,All,All,All causes,All,Fife
S12000047,w/c 2019-12-30,Count,Deaths,70,All,All,All causes,All,Fife
S12000047,w/c 2020-04-13,Count,Deaths,39,All,All,COVID-19 related,All,Fife
S12000047,w/c 2020-03-23,Count,Deaths,4,All,All,COVID-19 related,All,Fife
S12000047,w/c 2020-02-10,Count,Deaths,80,All,All,All causes,All,Fife
S12000047,w/c 2020-04-06,Count,Deaths,31,All,All,COVID-19 related,All,Fife
S12000047,2020,Count,Deaths,927,All,All,All causes,Hospital,Fife
S12000047,w/c 2020-01-06,Count,Deaths,96,All,All,All causes,All,Fife
S12000047,w/c 2020-04-27,Count,Deaths,25,All,All,COVID-19 related,All,Fife
S12000047,w/c 2020-04-20,Count,Deaths,102,All,All,All causes,All,Fife
S12000047,w/c 2020-06-08,Count,Deaths,51,All,All,All causes,All,Fife
S12000047,w/c 2020-03-09,Count,Deaths,80,All,All,All causes,All,Fife
S12000047,w/c 2020-03-23,Count,Deaths,98,All,All,All causes,All,Fife
S12000047,w/c 2020-02-17,Count,Deaths,88,All,All,All causes,All,Fife
S12000047,w/c 2020-05-11,Count,Deaths,15,All,All,COVID-19 related,All,Fife
S12000047,w/c 2020-01-27,Count,Deaths,79,All,All,All causes,All,Fife
S12000047,w/c 2020-03-16,Count,Deaths,70,All,All,All causes,All,Fife
S12000047,w/c 2020-05-18,Count,Deaths,67,All,All,All causes,All,Fife
S12000047,2020,Count,Deaths,72,All,All,COVID-19 related,Care Home,Fife
S12000047,w/c 2020-06-01,Count,Deaths,71,All,All,All causes,All,Fife
S12000047,w/c 2020-05-04,Count,Deaths,91,All,All,All causes,All,Fife
S12000047,w/c 2020-04-20,Count,Deaths,33,All,All,COVID-19 related,All,Fife
S12000047,w/c 2020-05-25,Count,Deaths,90,All,All,All causes,All,Fife
S12000047,w/c 2020-04-13,Count,Deaths,113,All,All,All causes,All,Fife
S12000047,w/c 2020-06-01,Count,Deaths,3,All,All,COVID-19 related,All,Fife
S12000047,w/c 2020-02-03,Count,Deaths,81,All,All,All causes,All,Fife
S12000047,w/c 2020-04-27,Count,Deaths,110,All,All,All causes,All,Fife
S12000047,w/c 2020-03-30,Count,Deaths,9,All,All,COVID-19 related,All,Fife
S12000047,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Fife
S12000047,2020,Count,Deaths,195,All,All,COVID-19 related,All,Fife
S12000047,w/c 2020-03-02,Count,Deaths,79,All,All,All causes,All,Fife
S12000047,2020,Count,Deaths,106,All,All,COVID-19 related,Hospital,Fife
S12000047,w/c 2020-03-30,Count,Deaths,82,All,All,All causes,All,Fife
S12000047,w/c 2020-02-24,Count,Deaths,79,All,All,All causes,All,Fife
S12000047,w/c 2020-05-25,Count,Deaths,8,All,All,COVID-19 related,All,Fife
S12000047,w/c 2020-05-11,Count,Deaths,81,All,All,All causes,All,Fife
S12000047,w/c 2020-04-06,Count,Deaths,109,All,All,All causes,All,Fife
S12000047,2020,Count,Deaths,498,All,All,All causes,Care Home,Fife
S12000047,w/c 2020-01-20,Count,Deaths,96,All,All,All causes,All,Fife
S12000047,w/c 2020-05-04,Count,Deaths,19,All,All,COVID-19 related,All,Fife
S12000047,w/c 2020-05-18,Count,Deaths,4,All,All,COVID-19 related,All,Fife
S12000047,2020,Count,Deaths,634,All,All,All causes,Home / Non-institution,Fife
S12000047,2020,Count,Deaths,0,All,All,All causes,Other institution,Fife
S12000048,2020,Count,Deaths,393,All,All,All causes,Hospital,Perth and Kinross
S12000048,2020,Count,Deaths,19,All,All,All causes,Other institution,Perth and Kinross
S12000048,2020,Count,Deaths,258,All,All,All causes,Home / Non-institution,Perth and Kinross
S12000048,w/c 2020-05-25,Count,Deaths,1,All,All,COVID-19 related,All,Perth and Kinross
S12000048,w/c 2020-06-08,Count,Deaths,2,All,All,COVID-19 related,All,Perth and Kinross
S12000048,w/c 2020-05-11,Count,Deaths,45,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-02-24,Count,Deaths,35,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-05-18,Count,Deaths,40,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Perth and Kinross
S12000048,w/c 2020-02-10,Count,Deaths,41,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2019-12-30,Count,Deaths,35,All,All,All causes,All,Perth and Kinross
S12000048,2020,Count,Deaths,68,All,All,COVID-19 related,All,Perth and Kinross
S12000048,w/c 2020-04-13,Count,Deaths,47,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-05-04,Count,Deaths,35,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-03-30,Count,Deaths,43,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-04-27,Count,Deaths,43,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-04-20,Count,Deaths,51,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-06-01,Count,Deaths,0,All,All,COVID-19 related,All,Perth and Kinross
S12000048,w/c 2020-04-27,Count,Deaths,5,All,All,COVID-19 related,All,Perth and Kinross
S12000048,w/c 2020-01-06,Count,Deaths,62,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-03-09,Count,Deaths,39,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-05-25,Count,Deaths,34,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-03-02,Count,Deaths,35,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-06-01,Count,Deaths,28,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-05-11,Count,Deaths,8,All,All,COVID-19 related,All,Perth and Kinross
S12000048,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Perth and Kinross
S12000048,w/c 2020-04-20,Count,Deaths,13,All,All,COVID-19 related,All,Perth and Kinross
S12000048,w/c 2020-01-27,Count,Deaths,34,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-04-06,Count,Deaths,54,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-06-08,Count,Deaths,23,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-03-23,Count,Deaths,44,All,All,All causes,All,Perth and Kinross
S12000048,2020,Count,Deaths,42,All,All,COVID-19 related,Hospital,Perth and Kinross
S12000048,w/c 2020-03-16,Count,Deaths,28,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-02-03,Count,Deaths,35,All,All,All causes,All,Perth and Kinross
S12000048,2020,Count,Deaths,271,All,All,All causes,Care Home,Perth and Kinross
S12000048,2020,Count,Deaths,941,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-01-13,Count,Deaths,39,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-03-23,Count,Deaths,2,All,All,COVID-19 related,All,Perth and Kinross
S12000048,w/c 2020-01-20,Count,Deaths,43,All,All,All causes,All,Perth and Kinross
S12000048,2020,Count,Deaths,6,All,All,COVID-19 related,Home / Non-institution,Perth and Kinross
S12000048,2020,Count,Deaths,20,All,All,COVID-19 related,Care Home,Perth and Kinross
S12000048,w/c 2020-05-04,Count,Deaths,11,All,All,COVID-19 related,All,Perth and Kinross
S12000048,w/c 2020-04-06,Count,Deaths,9,All,All,COVID-19 related,All,Perth and Kinross
S12000048,w/c 2020-04-13,Count,Deaths,10,All,All,COVID-19 related,All,Perth and Kinross
S12000048,w/c 2020-02-17,Count,Deaths,28,All,All,All causes,All,Perth and Kinross
S12000048,w/c 2020-03-30,Count,Deaths,4,All,All,COVID-19 related,All,Perth and Kinross
S12000048,w/c 2020-05-18,Count,Deaths,3,All,All,COVID-19 related,All,Perth and Kinross
S08000029,w/c 2020-04-27,Count,Deaths,25,All,All,COVID-19 related,All,Fife
S08000029,2020,Count,Deaths,106,All,All,COVID-19 related,Hospital,Fife
S08000029,w/c 2020-04-20,Count,Deaths,33,All,All,COVID-19 related,All,Fife
S08000029,w/c 2020-03-23,Count,Deaths,4,All,All,COVID-19 related,All,Fife
S08000029,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Fife
S08000029,w/c 2020-03-30,Count,Deaths,9,All,All,COVID-19 related,All,Fife
S08000029,w/c 2020-03-30,Count,Deaths,82,All,All,All causes,All,Fife
S08000029,w/c 2020-06-01,Count,Deaths,3,All,All,COVID-19 related,All,Fife
