Generated by http://statistics.gov.scot,2020-08-13T13:48:30+00:00
http://statistics.gov.scot/data/business-stocks-and-sites,Business Stocks and Sites
Reference Period,2017
Business Estimates,Sites
Industry Sector (SIC 07),Accommodation and Food Services (Section I)
Number Of Employees,All employees
Measure (cell values): ,Count(Sites)

,,http://statistics.gov.scot/def/measure-properties/count
http://statistics.gov.scot/id/statistical-geography/S19001306,Auchterarder,25
http://statistics.gov.scot/id/statistical-geography/S19001307,Auchtermuchty,0
http://statistics.gov.scot/id/statistical-geography/S19001308,Auldearn,0
http://statistics.gov.scot/id/statistical-geography/S19001309,Aviemore,30
http://statistics.gov.scot/id/statistical-geography/S19001310,Avoch,5
http://statistics.gov.scot/id/statistical-geography/S19001312,Ayr,150
http://statistics.gov.scot/id/statistical-geography/S19001313,Ayton,0
http://statistics.gov.scot/id/statistical-geography/S19001315,Balfron,5
http://statistics.gov.scot/id/statistical-geography/S19001316,Balintore,0
http://statistics.gov.scot/id/statistical-geography/S19001318,Ballater,15
http://statistics.gov.scot/id/statistical-geography/S19001319,"Ballingry, Lochore and Crosshill",10
http://statistics.gov.scot/id/statistical-geography/S19001320,Balloch,0
http://statistics.gov.scot/id/statistical-geography/S19001321,Balloch and Haldane,30
http://statistics.gov.scot/id/statistical-geography/S19001322,Balmedie,5
http://statistics.gov.scot/id/statistical-geography/S19001323,Balmullo,0
http://statistics.gov.scot/id/statistical-geography/S19001324,Banavie and Corpach,5
http://statistics.gov.scot/id/statistical-geography/S19001325,Banchory,20
http://statistics.gov.scot/id/statistical-geography/S19001326,Banff,20
http://statistics.gov.scot/id/statistical-geography/S19001327,Bankfoot,5
http://statistics.gov.scot/id/statistical-geography/S19001328,Banknock,5
http://statistics.gov.scot/id/statistical-geography/S19001329,Bannockburn,10
http://statistics.gov.scot/id/statistical-geography/S19001330,Bargeddie,5
http://statistics.gov.scot/id/statistical-geography/S19001331,Barrhead,30
http://statistics.gov.scot/id/statistical-geography/S19001332,Bathgate,55
http://statistics.gov.scot/id/statistical-geography/S19001333,Bearsden,35
http://statistics.gov.scot/id/statistical-geography/S19001334,Beauly,5
http://statistics.gov.scot/id/statistical-geography/S19001335,Beith,10
http://statistics.gov.scot/id/statistical-geography/S19001336,Bellsbank,0
http://statistics.gov.scot/id/statistical-geography/S19001337,Bellshill,40
http://statistics.gov.scot/id/statistical-geography/S19001338,Biggar,15
http://statistics.gov.scot/id/statistical-geography/S19001339,Bilston,5
http://statistics.gov.scot/id/statistical-geography/S19001340,Birkhill and Muirhead,5
http://statistics.gov.scot/id/statistical-geography/S19001341,Bishopbriggs,40
http://statistics.gov.scot/id/statistical-geography/S19001342,Bishopton,15
http://statistics.gov.scot/id/statistical-geography/S19001343,Blackburn (Aberdeenshire),5
http://statistics.gov.scot/id/statistical-geography/S19001344,Blackburn (West Lothian),5
http://statistics.gov.scot/id/statistical-geography/S19001345,Blackford,0
http://statistics.gov.scot/id/statistical-geography/S19001346,Blackridge,5
http://statistics.gov.scot/id/statistical-geography/S19001347,Blairgowrie,30
http://statistics.gov.scot/id/statistical-geography/S19001348,Blairhall,5
http://statistics.gov.scot/id/statistical-geography/S19001349,Blantyre,45
http://statistics.gov.scot/id/statistical-geography/S19001351,Bo'ness,25
http://statistics.gov.scot/id/statistical-geography/S19001350,Boddam,5
http://statistics.gov.scot/id/statistical-geography/S19001352,Bonhill,10
http://statistics.gov.scot/id/statistical-geography/S19001353,Bonnybridge,15
http://statistics.gov.scot/id/statistical-geography/S19001354,Bonnyrigg,30
http://statistics.gov.scot/id/statistical-geography/S19001355,Bothwell,10
http://statistics.gov.scot/id/statistical-geography/S19001356,Bowling,0
http://statistics.gov.scot/id/statistical-geography/S19001357,Bowmore,10
http://statistics.gov.scot/id/statistical-geography/S19001360,Braidwood,0
http://statistics.gov.scot/id/statistical-geography/S19001361,Brechin,20
http://statistics.gov.scot/id/statistical-geography/S19001362,Bridge of Allan,25
http://statistics.gov.scot/id/statistical-geography/S19001363,Bridge of Earn,5
http://statistics.gov.scot/id/statistical-geography/S19001364,Bridge of Weir,10
http://statistics.gov.scot/id/statistical-geography/S19001365,Bridgend,0
http://statistics.gov.scot/id/statistical-geography/S19001366,Brightons,5
http://statistics.gov.scot/id/statistical-geography/S19001367,Broadford,10
http://statistics.gov.scot/id/statistical-geography/S19001368,Brodick,15
http://statistics.gov.scot/id/statistical-geography/S19001369,Brookfield,0
http://statistics.gov.scot/id/statistical-geography/S19001370,Brora,5
http://statistics.gov.scot/id/statistical-geography/S19001371,Broxburn,30
http://statistics.gov.scot/id/statistical-geography/S19001372,Buchlyvie,5
http://statistics.gov.scot/id/statistical-geography/S19001373,Buckhaven,5
http://statistics.gov.scot/id/statistical-geography/S19001374,Buckie,20
http://statistics.gov.scot/id/statistical-geography/S19001375,Burghead,5
http://statistics.gov.scot/id/statistical-geography/S19001376,Burntisland,15
http://statistics.gov.scot/id/statistical-geography/S19001377,Burrelton,0
http://statistics.gov.scot/id/statistical-geography/S19001378,Busby,5
http://statistics.gov.scot/id/statistical-geography/S19001379,Cairneyhill,0
http://statistics.gov.scot/id/statistical-geography/S19001380,Calderbank,0
http://statistics.gov.scot/id/statistical-geography/S19001381,Caldercruix,5
http://statistics.gov.scot/id/statistical-geography/S19001382,California,0
http://statistics.gov.scot/id/statistical-geography/S19001383,Callander,25
http://statistics.gov.scot/id/statistical-geography/S19001384,Cambuslang,45
http://statistics.gov.scot/id/statistical-geography/S19001385,Campbeltown,20
http://statistics.gov.scot/id/statistical-geography/S19001386,Caol,5
http://statistics.gov.scot/id/statistical-geography/S19001387,Cardenden and Auchterderran,15
http://statistics.gov.scot/id/statistical-geography/S19001388,Cardrona,0
http://statistics.gov.scot/id/statistical-geography/S19001389,Cardross,0
http://statistics.gov.scot/id/statistical-geography/S19001390,Carfin,10
http://statistics.gov.scot/id/statistical-geography/S19001392,Carluke,25
http://statistics.gov.scot/id/statistical-geography/S19001393,Carmunnock,0
http://statistics.gov.scot/id/statistical-geography/S19001394,Carnock,0
http://statistics.gov.scot/id/statistical-geography/S19001395,Carnoustie,20
http://statistics.gov.scot/id/statistical-geography/S19001396,Carnwath,5
http://statistics.gov.scot/id/statistical-geography/S19001397,Carron,0
http://statistics.gov.scot/id/statistical-geography/S19001398,Carronshore,5
http://statistics.gov.scot/id/statistical-geography/S19001399,Carstairs,0
http://statistics.gov.scot/id/statistical-geography/S19001400,Carstairs Junction,0
http://statistics.gov.scot/id/statistical-geography/S19001401,Castle Douglas,20
http://statistics.gov.scot/id/statistical-geography/S19001402,Castletown,0
http://statistics.gov.scot/id/statistical-geography/S19001403,Catrine,5
http://statistics.gov.scot/id/statistical-geography/S19001405,Chapelhall,10
http://statistics.gov.scot/id/statistical-geography/S19001407,Chirnside,0
http://statistics.gov.scot/id/statistical-geography/S19001408,Chryston,10
http://statistics.gov.scot/id/statistical-geography/S19001409,Clackmannan,5
http://statistics.gov.scot/id/statistical-geography/S19001410,Clarkston,15
http://statistics.gov.scot/id/statistical-geography/S19001411,Cleland,5
http://statistics.gov.scot/id/statistical-geography/S19001412,Clydebank,65
http://statistics.gov.scot/id/statistical-geography/S19001413,Coalburn,5
http://statistics.gov.scot/id/statistical-geography/S19001414,Coalsnaughton,0
http://statistics.gov.scot/id/statistical-geography/S19001415,Coaltown of Balgonie,0
http://statistics.gov.scot/id/statistical-geography/S19001417,Coatbridge,85
http://statistics.gov.scot/id/statistical-geography/S19001418,Cockenzie,10
http://statistics.gov.scot/id/statistical-geography/S19001419,Coldingham,5
http://statistics.gov.scot/id/statistical-geography/S19001420,Coldstream,10
http://statistics.gov.scot/id/statistical-geography/S19001421,Comrie (Fife),0
http://statistics.gov.scot/id/statistical-geography/S19001422,Comrie (Perth and Kinross),5
http://statistics.gov.scot/id/statistical-geography/S19001423,Conon Bridge,0
http://statistics.gov.scot/id/statistical-geography/S19001424,Coupar Angus,5
http://statistics.gov.scot/id/statistical-geography/S19001425,Cove Bay,10
http://statistics.gov.scot/id/statistical-geography/S19001426,Cowdenbeath and Lumphinnans,20
http://statistics.gov.scot/id/statistical-geography/S19001427,Cowie,5
http://statistics.gov.scot/id/statistical-geography/S19001428,Coylton,5
http://statistics.gov.scot/id/statistical-geography/S19001429,Crail,5
http://statistics.gov.scot/id/statistical-geography/S19001431,Crieff,30
http://statistics.gov.scot/id/statistical-geography/S19001432,Crimond,0
http://statistics.gov.scot/id/statistical-geography/S19001435,Crossford (Fife),5
http://statistics.gov.scot/id/statistical-geography/S19001436,Crossford (South Lanarkshire),0
http://statistics.gov.scot/id/statistical-geography/S19001437,Crossgates,10
http://statistics.gov.scot/id/statistical-geography/S19001438,Crosshill,0
http://statistics.gov.scot/id/statistical-geography/S19001439,Crosshouse,5
http://statistics.gov.scot/id/statistical-geography/S19001440,Croy,0
http://statistics.gov.scot/id/statistical-geography/S19001441,Cruden Bay,5
http://statistics.gov.scot/id/statistical-geography/S19001442,Cullen,10
http://statistics.gov.scot/id/statistical-geography/S19001443,Culloden,5
http://statistics.gov.scot/id/statistical-geography/S19001444,Cumbernauld,95
http://statistics.gov.scot/id/statistical-geography/S19001446,Cumnock,20
http://statistics.gov.scot/id/statistical-geography/S19001447,Cupar,35
http://statistics.gov.scot/id/statistical-geography/S19001448,Dailly,0
http://statistics.gov.scot/id/statistical-geography/S19001449,Dalbeattie,15
http://statistics.gov.scot/id/statistical-geography/S19001450,Dalgety Bay,15
http://statistics.gov.scot/id/statistical-geography/S19001451,Dalkeith,40
http://statistics.gov.scot/id/statistical-geography/S19001452,Dalmellington,5
http://statistics.gov.scot/id/statistical-geography/S19001453,Dalry,15
http://statistics.gov.scot/id/statistical-geography/S19001454,Dalrymple,0
http://statistics.gov.scot/id/statistical-geography/S19001455,Danderhall,0
http://statistics.gov.scot/id/statistical-geography/S19001457,Darvel,5
http://statistics.gov.scot/id/statistical-geography/S19001458,Dechmont,0
http://statistics.gov.scot/id/statistical-geography/S19001459,Denholm,5
http://statistics.gov.scot/id/statistical-geography/S19001460,Denny,15
http://statistics.gov.scot/id/statistical-geography/S19001461,Dennyloanhead,5
http://statistics.gov.scot/id/statistical-geography/S19001462,Dingwall,25
http://statistics.gov.scot/id/statistical-geography/S19001464,Dollar,0
http://statistics.gov.scot/id/statistical-geography/S19001465,Dornoch,10
http://statistics.gov.scot/id/statistical-geography/S19001466,Douglas,5
http://statistics.gov.scot/id/statistical-geography/S19001467,Doune,5
http://statistics.gov.scot/id/statistical-geography/S19001468,Dreghorn,10
http://statistics.gov.scot/id/statistical-geography/S19001469,Drongan,5
http://statistics.gov.scot/id/statistical-geography/S19001470,Drumnadrochit,5
http://statistics.gov.scot/id/statistical-geography/S19001471,Drumoak,5
http://statistics.gov.scot/id/statistical-geography/S19001472,Drymen,5
http://statistics.gov.scot/id/statistical-geography/S19001473,Dufftown,10
http://statistics.gov.scot/id/statistical-geography/S19001474,Dullatur,0
http://statistics.gov.scot/id/statistical-geography/S19001475,Dumbarton,40
http://statistics.gov.scot/id/statistical-geography/S19001476,Dumfries,150
http://statistics.gov.scot/id/statistical-geography/S19001477,Dunbar,25
http://statistics.gov.scot/id/statistical-geography/S19001478,Dunbeg,0
http://statistics.gov.scot/id/statistical-geography/S19001479,Dunblane,15
http://statistics.gov.scot/id/statistical-geography/S19001480,Dundee,430
http://statistics.gov.scot/id/statistical-geography/S19001481,Dundonald,5
http://statistics.gov.scot/id/statistical-geography/S19001482,Dunfermline,120
http://statistics.gov.scot/id/statistical-geography/S19001483,Dunipace,5
http://statistics.gov.scot/id/statistical-geography/S19001484,Dunkeld and Birnam,5
http://statistics.gov.scot/id/statistical-geography/S19001485,Dunlop,0
http://statistics.gov.scot/id/statistical-geography/S19001486,Dunning,5
http://statistics.gov.scot/id/statistical-geography/S19001487,Dunoon,25
http://statistics.gov.scot/id/statistical-geography/S19001488,Duns,10
http://statistics.gov.scot/id/statistical-geography/S19001489,Duntocher and Hardgate,10
http://statistics.gov.scot/id/statistical-geography/S19001490,Dyce,5
http://statistics.gov.scot/id/statistical-geography/S19001492,Eaglesham,5
http://statistics.gov.scot/id/statistical-geography/S19001493,Earlston,5
http://statistics.gov.scot/id/statistical-geography/S19001494,East Calder,5
http://statistics.gov.scot/id/statistical-geography/S19001495,East Kilbride,125
http://statistics.gov.scot/id/statistical-geography/S19001496,East Linton,0
http://statistics.gov.scot/id/statistical-geography/S19001497,East Wemyss,0
http://statistics.gov.scot/id/statistical-geography/S19001498,East Whitburn,0
http://statistics.gov.scot/id/statistical-geography/S19001499,Eastfield,0
http://statistics.gov.scot/id/statistical-geography/S19001500,Eastriggs,0
http://statistics.gov.scot/id/statistical-geography/S19001502,Edinburgh,2095
http://statistics.gov.scot/id/statistical-geography/S19001504,Elderslie,15
http://statistics.gov.scot/id/statistical-geography/S19001505,Elgin,95
http://statistics.gov.scot/id/statistical-geography/S19001506,Elie and Earlsferry,10
http://statistics.gov.scot/id/statistical-geography/S19001507,Ellon,25
http://statistics.gov.scot/id/statistical-geography/S19001508,Elphinstone,0
http://statistics.gov.scot/id/statistical-geography/S19001509,Errol,0
http://statistics.gov.scot/id/statistical-geography/S19001510,Erskine,10
http://statistics.gov.scot/id/statistical-geography/S19001511,Evanton,5
http://statistics.gov.scot/id/statistical-geography/S19001512,Eyemouth,15
http://statistics.gov.scot/id/statistical-geography/S19001513,Faifley,0
http://statistics.gov.scot/id/statistical-geography/S19001514,Fairlie,5
http://statistics.gov.scot/id/statistical-geography/S19001515,Falkirk,130
http://statistics.gov.scot/id/statistical-geography/S19001516,Falkland,0
http://statistics.gov.scot/id/statistical-geography/S19001517,Fallin,5
http://statistics.gov.scot/id/statistical-geography/S19001518,Fauldhouse,5
http://statistics.gov.scot/id/statistical-geography/S19001519,Fenwick,0
http://statistics.gov.scot/id/statistical-geography/S19001520,Ferryden and Inchbraoch,0
http://statistics.gov.scot/id/statistical-geography/S19001521,Findhorn,5
http://statistics.gov.scot/id/statistical-geography/S19001522,Findochty,5
http://statistics.gov.scot/id/statistical-geography/S19001523,Finstown,0
http://statistics.gov.scot/id/statistical-geography/S19001524,Fochabers,10
http://statistics.gov.scot/id/statistical-geography/S19001525,Forfar,40
http://statistics.gov.scot/id/statistical-geography/S19001527,Forres,25
http://statistics.gov.scot/id/statistical-geography/S19001529,Fort William,45
http://statistics.gov.scot/id/statistical-geography/S19001530,Forth,5
http://statistics.gov.scot/id/statistical-geography/S19001531,Fortrose,10
http://statistics.gov.scot/id/statistical-geography/S19001532,Fraserburgh,40
http://statistics.gov.scot/id/statistical-geography/S19001533,Freuchie,0
http://statistics.gov.scot/id/statistical-geography/S19001534,Friockheim,0
http://statistics.gov.scot/id/statistical-geography/S19001536,Galashiels,45
http://statistics.gov.scot/id/statistical-geography/S19001537,Galston,15
http://statistics.gov.scot/id/statistical-geography/S19001538,Gardenstown,0
http://statistics.gov.scot/id/statistical-geography/S19001539,Garelochhead,10
http://statistics.gov.scot/id/statistical-geography/S19001542,Gartcosh,5
http://statistics.gov.scot/id/statistical-geography/S19001543,Gartloch,0
http://statistics.gov.scot/id/statistical-geography/S19001544,Gatehouse of Fleet,10
http://statistics.gov.scot/id/statistical-geography/S19001546,Giffnock,30
http://statistics.gov.scot/id/statistical-geography/S19001548,Girvan,20
http://statistics.gov.scot/id/statistical-geography/S19001549,Glasgow,2080
http://statistics.gov.scot/id/statistical-geography/S19001551,Glenboig,5
http://statistics.gov.scot/id/statistical-geography/S19001552,Glenfarg,0
http://statistics.gov.scot/id/statistical-geography/S19001554,Glenmavis,0
http://statistics.gov.scot/id/statistical-geography/S19001556,Glenrothes,65
http://statistics.gov.scot/id/statistical-geography/S19001558,Gorebridge,5
http://statistics.gov.scot/id/statistical-geography/S19001559,Gourdon,5
http://statistics.gov.scot/id/statistical-geography/S19001560,Gourock,25
http://statistics.gov.scot/id/statistical-geography/S19001561,Gowkthrapple,0
http://statistics.gov.scot/id/statistical-geography/S19001562,Grangemouth,30
http://statistics.gov.scot/id/statistical-geography/S19001563,Grantown-on-Spey,25
http://statistics.gov.scot/id/statistical-geography/S19001564,Greengairs,0
http://statistics.gov.scot/id/statistical-geography/S19001565,Greenhill,0
http://statistics.gov.scot/id/statistical-geography/S19001566,Greenlaw,5
http://statistics.gov.scot/id/statistical-geography/S19001567,Greenock,105
http://statistics.gov.scot/id/statistical-geography/S19001568,Gretna,15
http://statistics.gov.scot/id/statistical-geography/S19001569,Guardbridge,5
http://statistics.gov.scot/id/statistical-geography/S19001570,Gullane,0
http://statistics.gov.scot/id/statistical-geography/S19001571,Haddington,30
http://statistics.gov.scot/id/statistical-geography/S19001572,Haggs and Longcroft,0
http://statistics.gov.scot/id/statistical-geography/S19001573,Halkirk,5
http://statistics.gov.scot/id/statistical-geography/S19001574,Hallglen,0
http://statistics.gov.scot/id/statistical-geography/S19001575,Hamilton,145
http://statistics.gov.scot/id/statistical-geography/S19001576,Harthill,5
http://statistics.gov.scot/id/statistical-geography/S19001577,Hatton of Cruden,0
http://statistics.gov.scot/id/statistical-geography/S19001578,Hawick,35
http://statistics.gov.scot/id/statistical-geography/S19001579,Head of Muir,0
http://statistics.gov.scot/id/statistical-geography/S19001580,Helensburgh,40
http://statistics.gov.scot/id/statistical-geography/S19001581,High Bonnybridge,0
http://statistics.gov.scot/id/statistical-geography/S19001582,"High Valleyfield, Low Valleyfield and Culross",0
http://statistics.gov.scot/id/statistical-geography/S19001583,Hillhead,0
http://statistics.gov.scot/id/statistical-geography/S19001584,Hillside,0
http://statistics.gov.scot/id/statistical-geography/S19001585,Holytown,10
http://statistics.gov.scot/id/statistical-geography/S19001586,Hopeman,5
http://statistics.gov.scot/id/statistical-geography/S19001587,Houston,5
http://statistics.gov.scot/id/statistical-geography/S19001588,Howwood,0
http://statistics.gov.scot/id/statistical-geography/S19001589,Huntly,20
http://statistics.gov.scot/id/statistical-geography/S19001590,Hurlford and Crookedholm,10
http://statistics.gov.scot/id/statistical-geography/S19001591,Inchinnan,15
http://statistics.gov.scot/id/statistical-geography/S19001592,Inchture,0
http://statistics.gov.scot/id/statistical-geography/S19001593,Innellan,0
http://statistics.gov.scot/id/statistical-geography/S19001594,Innerleithen,15
http://statistics.gov.scot/id/statistical-geography/S19001595,Insch,5
http://statistics.gov.scot/id/statistical-geography/S19001596,Inverallochy and Cairnbulg,0
http://statistics.gov.scot/id/statistical-geography/S19001598,Inverbervie,10
http://statistics.gov.scot/id/statistical-geography/S19001599,Invergordon,10
http://statistics.gov.scot/id/statistical-geography/S19001600,Invergowrie,5
http://statistics.gov.scot/id/statistical-geography/S19001601,Inverkeithing,15
http://statistics.gov.scot/id/statistical-geography/S19001602,Inverkip,10
http://statistics.gov.scot/id/statistical-geography/S19001603,Inverness,210
http://statistics.gov.scot/id/statistical-geography/S19001604,Inverurie,45
http://statistics.gov.scot/id/statistical-geography/S19001605,Irvine,85
http://statistics.gov.scot/id/statistical-geography/S19001606,Jedburgh,15
http://statistics.gov.scot/id/statistical-geography/S19001607,Johnshaven,5
http://statistics.gov.scot/id/statistical-geography/S19001608,Johnstone,40
http://statistics.gov.scot/id/statistical-geography/S19001609,Keith,15
http://statistics.gov.scot/id/statistical-geography/S19001610,Kelso,20
http://statistics.gov.scot/id/statistical-geography/S19001611,Kelty,10
http://statistics.gov.scot/id/statistical-geography/S19001612,Kemnay,5
http://statistics.gov.scot/id/statistical-geography/S19001613,Kennoway,10
http://statistics.gov.scot/id/statistical-geography/S19001614,Kilbarchan,5
http://statistics.gov.scot/id/statistical-geography/S19001615,Kilbirnie,15
http://statistics.gov.scot/id/statistical-geography/S19001616,Kilcreggan,5
http://statistics.gov.scot/id/statistical-geography/S19001617,Killearn,0
http://statistics.gov.scot/id/statistical-geography/S19001619,Kilmacolm,10
http://statistics.gov.scot/id/statistical-geography/S19001620,Kilmarnock,110
http://statistics.gov.scot/id/statistical-geography/S19001621,Kilmaurs,10
http://statistics.gov.scot/id/statistical-geography/S19001622,Kilsyth,20
http://statistics.gov.scot/id/statistical-geography/S19001623,Kilwinning,20
http://statistics.gov.scot/id/statistical-geography/S19001624,Kincardine,10
http://statistics.gov.scot/id/statistical-geography/S19001625,Kinghorn,10
http://statistics.gov.scot/id/statistical-geography/S19001626,Kinglassie,5
http://statistics.gov.scot/id/statistical-geography/S19001627,Kingseat (Aberdeenshire),0
http://statistics.gov.scot/id/statistical-geography/S19001628,Kingseat (Fife),0
http://statistics.gov.scot/id/statistical-geography/S19001629,Kingskettle and Kettlebridge,0
http://statistics.gov.scot/id/statistical-geography/S19001630,Kingswells,15
http://statistics.gov.scot/id/statistical-geography/S19001631,Kingussie,15
http://statistics.gov.scot/id/statistical-geography/S19001632,Kinlochleven,10
http://statistics.gov.scot/id/statistical-geography/S19001633,Kinloss,5
http://statistics.gov.scot/id/statistical-geography/S19001635,Kinross,15
http://statistics.gov.scot/id/statistical-geography/S19001636,Kintore,5
http://statistics.gov.scot/id/statistical-geography/S19001637,Kippen,0
http://statistics.gov.scot/id/statistical-geography/S19001638,Kirkcaldy and Dysart,105
http://statistics.gov.scot/id/statistical-geography/S19001639,Kirkconnel,0
http://statistics.gov.scot/id/statistical-geography/S19001640,Kirkcudbright,15
http://statistics.gov.scot/id/statistical-geography/S19001641,Kirkfieldbank,0
http://statistics.gov.scot/id/statistical-geography/S19001642,Kirkhill,0
http://statistics.gov.scot/id/statistical-geography/S19001643,Kirkintilloch,30
http://statistics.gov.scot/id/statistical-geography/S19001644,Kirkliston,5
http://statistics.gov.scot/id/statistical-geography/S19001645,Kirkmuirhill and Blackwood,5
http://statistics.gov.scot/id/statistical-geography/S19001646,Kirknewton,5
http://statistics.gov.scot/id/statistical-geography/S19001647,Kirkwall,40
http://statistics.gov.scot/id/statistical-geography/S19001648,Kirriemuir,15
http://statistics.gov.scot/id/statistical-geography/S19001649,Kyle of Lochalsh,10
http://statistics.gov.scot/id/statistical-geography/S19001650,Ladybank,0
http://statistics.gov.scot/id/statistical-geography/S19001651,Lamlash,0
http://statistics.gov.scot/id/statistical-geography/S19001652,Lanark,40
http://statistics.gov.scot/id/statistical-geography/S19001653,Langbank,0
http://statistics.gov.scot/id/statistical-geography/S19001654,Langholm,10
http://statistics.gov.scot/id/statistical-geography/S19001655,Larbert,30
http://statistics.gov.scot/id/statistical-geography/S19001656,Largs,40
http://statistics.gov.scot/id/statistical-geography/S19001657,Larkhall,30
http://statistics.gov.scot/id/statistical-geography/S19001658,Lauder,10
http://statistics.gov.scot/id/statistical-geography/S19001659,Laurencekirk,0
http://statistics.gov.scot/id/statistical-geography/S19001660,Laurieston,5
http://statistics.gov.scot/id/statistical-geography/S19001661,Law,0
http://statistics.gov.scot/id/statistical-geography/S19001662,Lennoxtown,10
http://statistics.gov.scot/id/statistical-geography/S19001663,Lenzie,15
http://statistics.gov.scot/id/statistical-geography/S19001664,Lerwick,50
http://statistics.gov.scot/id/statistical-geography/S19001665,Leslie,10
http://statistics.gov.scot/id/statistical-geography/S19001666,Lesmahagow,10
http://statistics.gov.scot/id/statistical-geography/S19001667,Letham,0
http://statistics.gov.scot/id/statistical-geography/S19001668,Leuchars,5
http://statistics.gov.scot/id/statistical-geography/S19001669,Leven,20
http://statistics.gov.scot/id/statistical-geography/S19001670,Lhanbryde,0
http://statistics.gov.scot/id/statistical-geography/S19001672,Limekilns and Charlestown,0
http://statistics.gov.scot/id/statistical-geography/S19001673,Linlithgow,30
http://statistics.gov.scot/id/statistical-geography/S19001674,Linwood,10
http://statistics.gov.scot/id/statistical-geography/S19001675,Livingston,85
http://statistics.gov.scot/id/statistical-geography/S19001676,Loanhead,25
http://statistics.gov.scot/id/statistical-geography/S19001678,Locharbriggs,5
http://statistics.gov.scot/id/statistical-geography/S19001679,Lochgelly,10
http://statistics.gov.scot/id/statistical-geography/S19001680,Lochgilphead,10
http://statistics.gov.scot/id/statistical-geography/S19001681,Lochmaben,5
http://statistics.gov.scot/id/statistical-geography/S19001682,Lochwinnoch,10
http://statistics.gov.scot/id/statistical-geography/S19001683,Lockerbie,15
http://statistics.gov.scot/id/statistical-geography/S19001684,Logan,5
http://statistics.gov.scot/id/statistical-geography/S19001685,Longforgan,0
http://statistics.gov.scot/id/statistical-geography/S19001686,Longniddry,5
http://statistics.gov.scot/id/statistical-geography/S19001687,Longridge,0
http://statistics.gov.scot/id/statistical-geography/S19001689,Lossiemouth,25
http://statistics.gov.scot/id/statistical-geography/S19001690,Lower Largo and Lundin Links,5
http://statistics.gov.scot/id/statistical-geography/S19001691,Lumphanan,0
http://statistics.gov.scot/id/statistical-geography/S19001692,Luncarty,0
http://statistics.gov.scot/id/statistical-geography/S19001693,Macduff,10
http://statistics.gov.scot/id/statistical-geography/S19001694,Macmerry,0
http://statistics.gov.scot/id/statistical-geography/S19001695,Maddiston,5
http://statistics.gov.scot/id/statistical-geography/S19001696,Mallaig,15
http://statistics.gov.scot/id/statistical-geography/S19001697,Markinch,5
http://statistics.gov.scot/id/statistical-geography/S19001698,Maryburgh,0
http://statistics.gov.scot/id/statistical-geography/S19001700,Mauchline,10
http://statistics.gov.scot/id/statistical-geography/S19001701,Maud,5
http://statistics.gov.scot/id/statistical-geography/S19001702,Maybole,10
http://statistics.gov.scot/id/statistical-geography/S19001703,Mayfield,15
http://statistics.gov.scot/id/statistical-geography/S19001704,Melrose,10
http://statistics.gov.scot/id/statistical-geography/S19001705,Menstrie,5
http://statistics.gov.scot/id/statistical-geography/S19001706,Methil,15
http://statistics.gov.scot/id/statistical-geography/S19001708,Methven,5
http://statistics.gov.scot/id/statistical-geography/S19001709,Mid Calder,5
http://statistics.gov.scot/id/statistical-geography/S19001710,Millport,10
http://statistics.gov.scot/id/statistical-geography/S19001711,Milltimber,0
http://statistics.gov.scot/id/statistical-geography/S19001712,Milnathort,0
http://statistics.gov.scot/id/statistical-geography/S19001713,Milngavie,25
http://statistics.gov.scot/id/statistical-geography/S19001714,Milton,5
http://statistics.gov.scot/id/statistical-geography/S19001716,Milton of Campsie,0
http://statistics.gov.scot/id/statistical-geography/S19001717,Milton of Leys,5
http://statistics.gov.scot/id/statistical-geography/S19001718,Mintlaw,10
http://statistics.gov.scot/id/statistical-geography/S19001719,Moffat,15
http://statistics.gov.scot/id/statistical-geography/S19001721,Monifieth,15
http://statistics.gov.scot/id/statistical-geography/S19001722,Monkton,10
http://statistics.gov.scot/id/statistical-geography/S19001723,Montrose,50
http://statistics.gov.scot/id/statistical-geography/S19001724,Moodiesburn,10
http://statistics.gov.scot/id/statistical-geography/S19001726,Mossblown,0
http://statistics.gov.scot/id/statistical-geography/S19001727,Mosstodloch,0
http://statistics.gov.scot/id/statistical-geography/S19001728,Motherwell,90
http://statistics.gov.scot/id/statistical-geography/S19001729,Muir of Ord,5
http://statistics.gov.scot/id/statistical-geography/S19001730,Muirhead,0
http://statistics.gov.scot/id/statistical-geography/S19001731,Muirkirk,0
http://statistics.gov.scot/id/statistical-geography/S19001732,Murthly,0
http://statistics.gov.scot/id/statistical-geography/S19001733,Musselburgh,45
http://statistics.gov.scot/id/statistical-geography/S19001735,Nairn,35
http://statistics.gov.scot/id/statistical-geography/S19001736,Neilston,10
http://statistics.gov.scot/id/statistical-geography/S19001737,Netherburn,0
http://statistics.gov.scot/id/statistical-geography/S19001738,Netherlee,10
http://statistics.gov.scot/id/statistical-geography/S19001740,New Cumnock,5
http://statistics.gov.scot/id/statistical-geography/S19001741,New Deer,5
http://statistics.gov.scot/id/statistical-geography/S19001742,New Pitsligo,10
http://statistics.gov.scot/id/statistical-geography/S19001743,New Stevenston,15
http://statistics.gov.scot/id/statistical-geography/S19001744,Newarthill,10
http://statistics.gov.scot/id/statistical-geography/S19001745,Newbattle,0
http://statistics.gov.scot/id/statistical-geography/S19001746,Newbridge and Ratho Station,10
