Generated by http://statistics.gov.scot,2020-07-25T09:15:09+00:00
http://statistics.gov.scot/data/dwellings-type,Dwellings by Type
measure type,Ratio
Reference Period,2017
Measure (cell values): ,Ratio(Percent Of Dwellings)

,,http://statistics.gov.scot/def/concept/type-of-dwelling/detached,http://statistics.gov.scot/def/concept/type-of-dwelling/flats,http://statistics.gov.scot/def/concept/type-of-dwelling/semi-detached,http://statistics.gov.scot/def/concept/type-of-dwelling/terraced,http://statistics.gov.scot/def/concept/type-of-dwelling/unknown
http://statistics.gov.scot/id/statistical-geography/S01007513,Newton Stewart - 01,20,15.7,42.1,22.1,0
http://statistics.gov.scot/id/statistical-geography/S01007514,Newton Stewart - 02,10.3,37.2,23.4,29.1,0
http://statistics.gov.scot/id/statistical-geography/S01007515,Newton Stewart - 03,68.4,5.5,12.1,14,0
http://statistics.gov.scot/id/statistical-geography/S01007516,Newton Stewart - 04,8.9,10.3,50.2,30.2,0.4
http://statistics.gov.scot/id/statistical-geography/S01007517,Newton Stewart - 05,47.7,12.1,17.6,22.6,0
http://statistics.gov.scot/id/statistical-geography/S01007518,Newton Stewart - 06,23.6,5,38,32.5,1
http://statistics.gov.scot/id/statistical-geography/S01007519,Newton Stewart - 07,63.1,1.1,20.2,15.2,0.4
http://statistics.gov.scot/id/statistical-geography/S01007520,Newton Stewart - 08,35.2,2.3,23,39.1,0.4
http://statistics.gov.scot/id/statistical-geography/S01011031,Newtongrange - 01,14.1,28.2,10.8,46.9,0
http://statistics.gov.scot/id/statistical-geography/S01011032,Newtongrange - 02,2.2,70.6,17.3,9.9,0
http://statistics.gov.scot/id/statistical-geography/S01011033,Newtongrange - 03,0,0,55.7,44.3,0
http://statistics.gov.scot/id/statistical-geography/S01011034,Newtongrange - 04,1.8,13.5,18.2,66.5,0
http://statistics.gov.scot/id/statistical-geography/S01011035,Newtongrange - 05,0.8,0,11.8,87.5,0
http://statistics.gov.scot/id/statistical-geography/S01011036,Newtongrange - 06,39,22.9,10.3,27.7,0
http://statistics.gov.scot/id/statistical-geography/S01006839,Newtonhill - 01,12.6,3,51.5,32.9,0
http://statistics.gov.scot/id/statistical-geography/S01006840,Newtonhill - 02,80.1,0,19.9,0,0
http://statistics.gov.scot/id/statistical-geography/S01006841,Newtonhill - 03,58.2,0,38.4,3.4,0
http://statistics.gov.scot/id/statistical-geography/S01012345,Newtown St Boswells - North,16,13,56.8,14.2,0
http://statistics.gov.scot/id/statistical-geography/S01012344,Newtown St Boswells - South,14.6,32.3,26.8,25.9,0.3
http://statistics.gov.scot/id/statistical-geography/S01008706,Niddrie - 01,0.6,64,4.6,30.8,0
http://statistics.gov.scot/id/statistical-geography/S01008707,Niddrie - 02,0.4,62.7,14.2,22.7,0
http://statistics.gov.scot/id/statistical-geography/S01008708,Niddrie - 03,1.4,74.2,9.9,14.4,0
http://statistics.gov.scot/id/statistical-geography/S01008709,Niddrie - 04,0,15.5,34.7,49.8,0
http://statistics.gov.scot/id/statistical-geography/S01008710,Niddrie - 05,0.5,28.1,42.9,28.6,0
http://statistics.gov.scot/id/statistical-geography/S01008711,Niddrie - 06,1.7,72.2,1.4,24.7,0
http://statistics.gov.scot/id/statistical-geography/S01009775,Nitshill - 01,4,59.3,8.8,26.3,1.5
http://statistics.gov.scot/id/statistical-geography/S01009776,Nitshill - 02,0,65.1,18.6,16.4,0
http://statistics.gov.scot/id/statistical-geography/S01009777,Nitshill - 03,1.1,78.5,7.2,13.3,0
http://statistics.gov.scot/id/statistical-geography/S01009778,Nitshill - 04,0,32.1,7.7,60.2,0
http://statistics.gov.scot/id/statistical-geography/S01009779,Nitshill - 05,0.3,76.7,15,8,0
http://statistics.gov.scot/id/statistical-geography/S01009780,Nitshill - 06,3.2,13.9,79,4,0
http://statistics.gov.scot/id/statistical-geography/S01009781,Nitshill - 07,0,53.3,35,11.7,0
http://statistics.gov.scot/id/statistical-geography/S01009782,Nitshill - 08,0.7,7.1,81.5,10.3,0.4
http://statistics.gov.scot/id/statistical-geography/S01009783,Nitshill - 09,0,14.8,47.9,37.2,0
http://statistics.gov.scot/id/statistical-geography/S01010118,North Barlanark and Easterhouse South - 01,0.3,55.6,10.8,33.3,0
http://statistics.gov.scot/id/statistical-geography/S01010119,North Barlanark and Easterhouse South - 02,0,30.2,20.8,48.6,0.5
http://statistics.gov.scot/id/statistical-geography/S01010120,North Barlanark and Easterhouse South - 03,0.4,62.2,13.3,23.7,0.4
http://statistics.gov.scot/id/statistical-geography/S01010121,North Barlanark and Easterhouse South - 04,0.3,75.9,6.2,17.6,0
http://statistics.gov.scot/id/statistical-geography/S01010122,North Barlanark and Easterhouse South - 05,0,54.9,28.8,16.4,0
http://statistics.gov.scot/id/statistical-geography/S01008058,North Castlehill and Thorn - 01,84.8,14.6,0.6,0,0
http://statistics.gov.scot/id/statistical-geography/S01008059,North Castlehill and Thorn - 02,44.7,0,48.1,7.3,0
http://statistics.gov.scot/id/statistical-geography/S01008060,North Castlehill and Thorn - 03,53.9,1.8,32.4,11.8,0
http://statistics.gov.scot/id/statistical-geography/S01008061,North Castlehill and Thorn - 04,40.6,26.8,20.8,11.5,0.3
http://statistics.gov.scot/id/statistical-geography/S01008062,North Castlehill and Thorn - 05,1.1,0,53,46,0
http://statistics.gov.scot/id/statistical-geography/S01008406,North Giffnock and North Thornliebank - 01,9.8,52.4,28.3,9.6,0
http://statistics.gov.scot/id/statistical-geography/S01008407,North Giffnock and North Thornliebank - 02,15.1,56.4,25.2,3.3,0
http://statistics.gov.scot/id/statistical-geography/S01008408,North Giffnock and North Thornliebank - 03,1.5,7.4,73.4,14.8,3
http://statistics.gov.scot/id/statistical-geography/S01008409,North Giffnock and North Thornliebank - 04,2.5,41.8,40,15.8,0
http://statistics.gov.scot/id/statistical-geography/S01008410,North Giffnock and North Thornliebank - 05,8.7,41.3,27.3,22.7,0
http://statistics.gov.scot/id/statistical-geography/S01011037,North Gorebridge - 01,3.6,54.4,14.3,27.8,0
http://statistics.gov.scot/id/statistical-geography/S01011038,North Gorebridge - 02,1.8,35.6,32.8,29.8,0
http://statistics.gov.scot/id/statistical-geography/S01011039,North Gorebridge - 03,18.4,42.7,24.8,14.1,0
http://statistics.gov.scot/id/statistical-geography/S01009736,North Haugh,6.2,73.1,4.1,9.5,7.1
http://statistics.gov.scot/id/statistical-geography/S01011935,North Inch - 01,3.3,89,5.5,0.6,1.6
http://statistics.gov.scot/id/statistical-geography/S01011936,North Inch - 02,1.9,76.9,11.4,4.3,5.5
http://statistics.gov.scot/id/statistical-geography/S01011937,North Inch - 03,0,97,0.9,1.6,0.5
http://statistics.gov.scot/id/statistical-geography/S01010369,North Kelvin - 01,1.8,91.8,5.3,1.1,0
http://statistics.gov.scot/id/statistical-geography/S01010370,North Kelvin - 02,0.9,90.4,1.7,7,0
http://statistics.gov.scot/id/statistical-geography/S01010371,North Kelvin - 03,0.5,88,0.4,10.4,0.7
http://statistics.gov.scot/id/statistical-geography/S01010372,North Kelvin - 04,0,98.7,1.3,0,0
http://statistics.gov.scot/id/statistical-geography/S01010373,North Kelvin - 05,0.7,99.3,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01008362,North Kirkhill - 01,23.6,17.3,49.3,9.8,0
http://statistics.gov.scot/id/statistical-geography/S01008363,North Kirkhill - 02,45.4,1.9,15.6,37.1,0
http://statistics.gov.scot/id/statistical-geography/S01008364,North Kirkhill - 03,39.5,26.8,21,12.7,0
http://statistics.gov.scot/id/statistical-geography/S01008365,North Kirkhill - 04,79.3,5.5,13.4,1.7,0
http://statistics.gov.scot/id/statistical-geography/S01008772,North Leith and Newhaven - 01,1.2,79.5,5.1,14.1,0
http://statistics.gov.scot/id/statistical-geography/S01008773,North Leith and Newhaven - 02,0.6,90.6,1.9,6.8,0
http://statistics.gov.scot/id/statistical-geography/S01008774,North Leith and Newhaven - 03,0,84.6,0.9,14.5,0
http://statistics.gov.scot/id/statistical-geography/S01008775,North Leith and Newhaven - 04,0.4,91.9,0.4,7.3,0
http://statistics.gov.scot/id/statistical-geography/S01008776,North Leith and Newhaven - 05,0.2,97.9,1.1,0.8,0
http://statistics.gov.scot/id/statistical-geography/S01008777,North Leith and Newhaven - 06,0.1,97.2,0,2.6,0
http://statistics.gov.scot/id/statistical-geography/S01012410,North Mainland - 01,65,1.6,33.4,0,0
http://statistics.gov.scot/id/statistical-geography/S01012411,North Mainland - 02,51.3,2.1,46.7,0,0
http://statistics.gov.scot/id/statistical-geography/S01012412,North Mainland - 03,78.9,0.3,20.8,0,0
http://statistics.gov.scot/id/statistical-geography/S01011926,North Muirton and Old Scone - 01,0,30.8,0,69.2,0
http://statistics.gov.scot/id/statistical-geography/S01011927,North Muirton and Old Scone - 02,0,26.5,1.4,72.1,0
http://statistics.gov.scot/id/statistical-geography/S01011928,North Muirton and Old Scone - 03,4.3,21.6,9.1,64.2,0.9
http://statistics.gov.scot/id/statistical-geography/S01011929,North Muirton and Old Scone - 04,0,23.8,3.9,72.3,0
http://statistics.gov.scot/id/statistical-geography/S01011930,North Muirton and Old Scone - 05,0,28.3,2.7,69,0
http://statistics.gov.scot/id/statistical-geography/S01009384,North Queensferry,64.4,12.6,12.3,10.3,0.4
http://statistics.gov.scot/id/statistical-geography/S01009385,North Queensferry Ferryhills,27.7,29.5,21,21.9,0
http://statistics.gov.scot/id/statistical-geography/S01011050,North Speyside - 01,62.6,0.3,28.5,8.6,0
http://statistics.gov.scot/id/statistical-geography/S01011051,North Speyside - 02,54.8,3.2,20.3,21.7,0
http://statistics.gov.scot/id/statistical-geography/S01011052,North Speyside - 03,29.9,15.5,34.5,20.1,0
http://statistics.gov.scot/id/statistical-geography/S01011053,North Speyside - 04,7.3,8.6,30,54.1,0
http://statistics.gov.scot/id/statistical-geography/S01011054,North Speyside - 05,41,3.8,38,17.3,0
http://statistics.gov.scot/id/statistical-geography/S01012413,North and East Isles - 01,78.9,2,17.3,1.8,0
http://statistics.gov.scot/id/statistical-geography/S01012414,North and East Isles - 02,64.8,1.4,27,6.8,0
http://statistics.gov.scot/id/statistical-geography/S01012415,North and East Isles - 03,69.7,0,26.9,3.4,0
http://statistics.gov.scot/id/statistical-geography/S01012416,North and East Isles - 04,78,0.4,12.6,8.9,0
http://statistics.gov.scot/id/statistical-geography/S01007925,Northern and Irvine Valley Rural - 01,61.4,4.1,29.9,4.1,0.5
http://statistics.gov.scot/id/statistical-geography/S01007926,Northern and Irvine Valley Rural - 02,54.6,0,36.8,8.6,0
http://statistics.gov.scot/id/statistical-geography/S01007927,Northern and Irvine Valley Rural - 03,51.4,5.3,33.9,9.1,0.3
http://statistics.gov.scot/id/statistical-geography/S01007928,Northern and Irvine Valley Rural - 04,51.7,7.3,18.6,22.4,0
http://statistics.gov.scot/id/statistical-geography/S01007929,Northern and Irvine Valley Rural - 05,57.5,4,22.4,16.1,0
http://statistics.gov.scot/id/statistical-geography/S01007930,Northern and Irvine Valley Rural - 06,50.2,3.7,33.3,11.9,0.8
http://statistics.gov.scot/id/statistical-geography/S01007931,Northern and Irvine Valley Rural - 07,35.4,15.4,19.6,29.4,0.2
http://statistics.gov.scot/id/statistical-geography/S01006719,Northfield - 01,0,3.1,24.6,72.3,0
http://statistics.gov.scot/id/statistical-geography/S01006720,Northfield - 02,0,1.6,13.9,84.4,0
http://statistics.gov.scot/id/statistical-geography/S01006721,Northfield - 03,0.5,9.1,21.2,69.2,0
http://statistics.gov.scot/id/statistical-geography/S01006722,Northfield - 04,0,12.6,13.6,73.8,0
http://statistics.gov.scot/id/statistical-geography/S01006723,Northfield - 05,0,0,32.6,67.4,0
http://statistics.gov.scot/id/statistical-geography/S01006724,Northfield - 06,0,62.8,13.3,23.9,0
http://statistics.gov.scot/id/statistical-geography/S01006725,Northfield - 07,0.4,16.1,15.1,68.5,0
http://statistics.gov.scot/id/statistical-geography/S01008743,Northfield and Piershill - 01,0.6,90.9,0,8.5,0
http://statistics.gov.scot/id/statistical-geography/S01008744,Northfield and Piershill - 02,0,73.2,13.3,13.5,0
http://statistics.gov.scot/id/statistical-geography/S01008745,Northfield and Piershill - 03,8.6,85.7,2.5,3.3,0
http://statistics.gov.scot/id/statistical-geography/S01008746,Northfield and Piershill - 04,0.3,96.4,3.3,0,0
http://statistics.gov.scot/id/statistical-geography/S01009028,Northwest Lewis - 01,81.2,2.1,8.5,3.2,5
http://statistics.gov.scot/id/statistical-geography/S01009029,Northwest Lewis - 02,77.5,0,11.4,3.5,7.6
http://statistics.gov.scot/id/statistical-geography/S01009030,Northwest Lewis - 03,73.1,0,20,0,6.9
http://statistics.gov.scot/id/statistical-geography/S01009031,Northwest Lewis - 04,72.8,0,17.5,4.2,5.5
http://statistics.gov.scot/id/statistical-geography/S01009032,Northwest Lewis - 05,87.7,0.6,7.4,0,4.3
http://statistics.gov.scot/id/statistical-geography/S01009033,Northwest Lewis - 06,88.6,0,6,0,5.3
http://statistics.gov.scot/id/statistical-geography/S01007613,Nunholm - 01,26.5,25.6,25,22.4,0.6
http://statistics.gov.scot/id/statistical-geography/S01007614,Nunholm - 02,53.4,9.2,25.6,11.8,0
http://statistics.gov.scot/id/statistical-geography/S01007615,Nunholm - 03,18.4,36.3,35,10,0.4
http://statistics.gov.scot/id/statistical-geography/S01007616,Nunholm - 04,4.2,74.1,14.2,7.5,0
http://statistics.gov.scot/id/statistical-geography/S01009272,Oakley East,0,0.3,53.1,46.5,0
http://statistics.gov.scot/id/statistical-geography/S01009269,Oakley North,2.4,20.5,19.9,57.2,0
http://statistics.gov.scot/id/statistical-geography/S01007297,Oban North - 01,21.1,61.6,10.6,3.3,3.5
http://statistics.gov.scot/id/statistical-geography/S01007298,Oban North - 02,25.2,33.1,15,26.8,0
http://statistics.gov.scot/id/statistical-geography/S01007299,Oban North - 03,14.4,56.6,14.9,10.5,3.7
http://statistics.gov.scot/id/statistical-geography/S01007300,Oban North - 04,3.6,48.8,3.2,41.9,2.4
http://statistics.gov.scot/id/statistical-geography/S01007289,Oban South - 01,60.5,9.3,21,8.7,0.5
http://statistics.gov.scot/id/statistical-geography/S01007290,Oban South - 02,14.1,28,42.4,15.4,0
http://statistics.gov.scot/id/statistical-geography/S01007291,Oban South - 03,15.3,46.2,23.8,13,1.7
http://statistics.gov.scot/id/statistical-geography/S01007292,Oban South - 04,25.9,11.4,59.9,2.8,0
http://statistics.gov.scot/id/statistical-geography/S01007293,Oban South - 05,0.9,65.1,0.6,33.3,0
http://statistics.gov.scot/id/statistical-geography/S01007294,Oban South - 06,20.8,69.4,9.6,0,0.3
http://statistics.gov.scot/id/statistical-geography/S01007295,Oban South - 07,3.4,84.1,10.7,1.8,0
http://statistics.gov.scot/id/statistical-geography/S01007296,Oban South - 08,3.2,94.9,1.5,0,0.5
http://statistics.gov.scot/id/statistical-geography/S01006671,Old Aberdeen - 01,12.1,80.7,1.8,5.5,0
http://statistics.gov.scot/id/statistical-geography/S01006672,Old Aberdeen - 02,3.4,85.4,5.4,5.9,0
http://statistics.gov.scot/id/statistical-geography/S01006673,Old Aberdeen - 03,6.7,84.7,3.5,5.2,0
http://statistics.gov.scot/id/statistical-geography/S01006674,Old Aberdeen - 04,0.5,99.3,0.2,0,0
http://statistics.gov.scot/id/statistical-geography/S01010147,Old Shettleston and Parkhead North - 01,1.5,91.8,0.4,3.1,3.3
http://statistics.gov.scot/id/statistical-geography/S01010148,Old Shettleston and Parkhead North - 02,22,62.8,4.8,3.8,6.7
http://statistics.gov.scot/id/statistical-geography/S01010149,Old Shettleston and Parkhead North - 03,9.6,27.9,15.1,36.9,10.6
http://statistics.gov.scot/id/statistical-geography/S01010150,Old Shettleston and Parkhead North - 04,3.1,68.7,16.9,4.8,6.4
http://statistics.gov.scot/id/statistical-geography/S01010151,Old Shettleston and Parkhead North - 05,0,74.9,25.1,0,0
http://statistics.gov.scot/id/statistical-geography/S01008674,"Old Town, Princes Street and Leith Street - 01",0,99.8,0,0,0.2
http://statistics.gov.scot/id/statistical-geography/S01008675,"Old Town, Princes Street and Leith Street - 02",0,98.1,0.4,1.1,0.4
http://statistics.gov.scot/id/statistical-geography/S01008676,"Old Town, Princes Street and Leith Street - 03",0,96.2,0,3.6,0.2
http://statistics.gov.scot/id/statistical-geography/S01008677,"Old Town, Princes Street and Leith Street - 04",0,99.8,0,0,0.2
http://statistics.gov.scot/id/statistical-geography/S01008678,"Old Town, Princes Street and Leith Street - 05",0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01008679,"Old Town, Princes Street and Leith Street - 06",0.1,99.6,0.1,0,0.1
http://statistics.gov.scot/id/statistical-geography/S01006768,Oldmachar East - 01,94.4,0,5.6,0,0
http://statistics.gov.scot/id/statistical-geography/S01006769,Oldmachar East - 02,19,1,33.1,46.9,0
http://statistics.gov.scot/id/statistical-geography/S01006770,Oldmachar East - 03,19.9,0,76.8,3.3,0
http://statistics.gov.scot/id/statistical-geography/S01006771,Oldmachar East - 04,57.6,0,42.4,0,0
http://statistics.gov.scot/id/statistical-geography/S01006772,Oldmachar East - 05,18.2,13,58.3,10.4,0
http://statistics.gov.scot/id/statistical-geography/S01006773,Oldmachar East - 06,23.4,0,54.9,21.7,0
http://statistics.gov.scot/id/statistical-geography/S01006774,Oldmachar East - 07,51.1,0,48.9,0,0
http://statistics.gov.scot/id/statistical-geography/S01006762,Oldmachar West - 01,36.5,10.6,34.7,18.2,0
http://statistics.gov.scot/id/statistical-geography/S01006763,Oldmachar West - 02,12.9,0,46.3,40.8,0
http://statistics.gov.scot/id/statistical-geography/S01006764,Oldmachar West - 03,9.3,7.4,46.5,36.8,0
http://statistics.gov.scot/id/statistical-geography/S01006765,Oldmachar West - 04,13.1,24.8,39,23,0
http://statistics.gov.scot/id/statistical-geography/S01006766,Oldmachar West - 05,65.7,5.8,18.6,9.9,0
http://statistics.gov.scot/id/statistical-geography/S01006767,Oldmachar West - 06,31,0,9.8,59.2,0
http://statistics.gov.scot/id/statistical-geography/S01011512,Orbiston - 01,0,53.6,5.2,41,0.2
http://statistics.gov.scot/id/statistical-geography/S01011513,Orbiston - 02,0.3,61.6,4.3,33.9,0
http://statistics.gov.scot/id/statistical-geography/S01011514,Orbiston - 03,0,9.9,1.2,88.9,0
http://statistics.gov.scot/id/statistical-geography/S01011515,Orbiston - 04,3.9,43.7,31.7,20.8,0
http://statistics.gov.scot/id/statistical-geography/S01011516,Orbiston - 05,27.8,13.1,46,13.1,0
http://statistics.gov.scot/id/statistical-geography/S01011517,Orbiston - 06,3.5,0,22.1,73.9,0.4
http://statistics.gov.scot/id/statistical-geography/S01011518,Orbiston - 07,0,21.6,5.9,72.5,0
http://statistics.gov.scot/id/statistical-geography/S01009484,Oriel and Forth,9.2,70.6,11.9,3.3,5
http://statistics.gov.scot/id/statistical-geography/S01009532,Overton,0.2,41.2,4,54.6,0
http://statistics.gov.scot/id/statistical-geography/S01011357,Overtown - 01,33.9,18.9,22.2,25,0
http://statistics.gov.scot/id/statistical-geography/S01011358,Overtown - 02,34.1,0,63.2,2.7,0
http://statistics.gov.scot/id/statistical-geography/S01011359,Overtown - 03,6.5,51.9,32,9.7,0
http://statistics.gov.scot/id/statistical-geography/S01011360,Overtown - 04,0,64.3,12.4,23.1,0.3
http://statistics.gov.scot/id/statistical-geography/S01011361,Overtown - 05,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01011362,Overtown - 06,51.3,1.5,42.6,3.6,1
http://statistics.gov.scot/id/statistical-geography/S01008529,Oxgangs - 01,4,43.1,19.3,33.7,0
http://statistics.gov.scot/id/statistical-geography/S01008530,Oxgangs - 02,0,95.3,1,3.7,0
http://statistics.gov.scot/id/statistical-geography/S01008531,Oxgangs - 03,0.2,81.3,10.6,7.9,0
http://statistics.gov.scot/id/statistical-geography/S01008532,Oxgangs - 04,0,29.6,1.4,69,0
http://statistics.gov.scot/id/statistical-geography/S01012341,Oxnam and Camptown Area,66.5,1.4,19.9,10.3,1.8
http://statistics.gov.scot/id/statistical-geography/S01012299,Oxton and Area,64.4,2.3,14.9,17.2,1.3
http://statistics.gov.scot/id/statistical-geography/S01012126,Paisley Central - 01,5.8,70.6,2,21.3,0.3
http://statistics.gov.scot/id/statistical-geography/S01012127,Paisley Central - 02,0,99.4,0,0.4,0.2
http://statistics.gov.scot/id/statistical-geography/S01012128,Paisley Central - 03,0,83,1.2,15.8,0
http://statistics.gov.scot/id/statistical-geography/S01012129,Paisley Central - 04,0.6,94.2,0.9,4.3,0
http://statistics.gov.scot/id/statistical-geography/S01012130,Paisley Central - 05,1.1,82.3,2.4,14,0.1
http://statistics.gov.scot/id/statistical-geography/S01012131,Paisley Central - 06,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01012132,Paisley Central - 07,0,98.1,1.1,0.6,0.2
http://statistics.gov.scot/id/statistical-geography/S01012133,Paisley Central - 08,1.5,79,5,14.3,0.2
http://statistics.gov.scot/id/statistical-geography/S01012115,Paisley Dykebar - 01,0,24.8,26,49.2,0
http://statistics.gov.scot/id/statistical-geography/S01012116,Paisley Dykebar - 02,0,18.9,7,72.6,1.4
http://statistics.gov.scot/id/statistical-geography/S01012117,Paisley Dykebar - 03,40.4,11.4,15.6,32.6,0
http://statistics.gov.scot/id/statistical-geography/S01012118,Paisley Dykebar - 04,46.6,0,44.8,8.5,0
http://statistics.gov.scot/id/statistical-geography/S01012119,Paisley Dykebar - 05,38.7,0,57.2,4,0
http://statistics.gov.scot/id/statistical-geography/S01012120,Paisley East - 01,22.2,34.2,21.1,22.6,0
http://statistics.gov.scot/id/statistical-geography/S01012121,Paisley East - 02,3.8,24.6,30.1,39.7,1.8
http://statistics.gov.scot/id/statistical-geography/S01012122,Paisley East - 03,7.8,13.8,28.2,50.2,0
http://statistics.gov.scot/id/statistical-geography/S01012123,Paisley East - 04,9.3,54.7,28,7.9,0
http://statistics.gov.scot/id/statistical-geography/S01012124,Paisley East - 05,6.2,40.5,17,36.3,0
http://statistics.gov.scot/id/statistical-geography/S01012125,Paisley East - 06,0,88,1.9,10.1,0
http://statistics.gov.scot/id/statistical-geography/S01012063,Paisley Ferguslie - 01,14.4,14.8,38.1,32.2,0.4
http://statistics.gov.scot/id/statistical-geography/S01012064,Paisley Ferguslie - 02,0.3,24.3,29.5,45.9,0
http://statistics.gov.scot/id/statistical-geography/S01012065,Paisley Ferguslie - 03,0.7,35.7,28.3,35.3,0
http://statistics.gov.scot/id/statistical-geography/S01012066,Paisley Ferguslie - 04,2.4,43.5,30.9,23.2,0
http://statistics.gov.scot/id/statistical-geography/S01012067,Paisley Ferguslie - 05,6.7,31.6,16.6,45.1,0
http://statistics.gov.scot/id/statistical-geography/S01012068,Paisley Ferguslie - 06,1.4,60.3,22,16.4,0
http://statistics.gov.scot/id/statistical-geography/S01012069,Paisley Ferguslie - 07,0.9,88.3,10.8,0,0
http://statistics.gov.scot/id/statistical-geography/S01012081,Paisley Foxbar - 01,0.2,54.9,9.5,35.4,0
http://statistics.gov.scot/id/statistical-geography/S01012082,Paisley Foxbar - 02,0,36.4,16,47.5,0
http://statistics.gov.scot/id/statistical-geography/S01012083,Paisley Foxbar - 03,0,55,11.3,33.7,0
http://statistics.gov.scot/id/statistical-geography/S01012084,Paisley Foxbar - 04,8.4,0,23.9,67.6,0
http://statistics.gov.scot/id/statistical-geography/S01012085,Paisley Foxbar - 05,12,12,40.5,35.5,0
http://statistics.gov.scot/id/statistical-geography/S01012086,Paisley Foxbar - 06,0,41.7,8.9,49.3,0
http://statistics.gov.scot/id/statistical-geography/S01012087,Paisley Foxbar - 07,6.7,23.2,21.1,49.1,0
http://statistics.gov.scot/id/statistical-geography/S01012146,Paisley Gallowhill and Hillington - 01,0.3,93.4,0,6.2,0
http://statistics.gov.scot/id/statistical-geography/S01012147,Paisley Gallowhill and Hillington - 02,0,93.4,4.4,2,0.2
http://statistics.gov.scot/id/statistical-geography/S01012148,Paisley Gallowhill and Hillington - 03,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01012149,Paisley Gallowhill and Hillington - 04,26.9,56.7,8.8,7.6,0
http://statistics.gov.scot/id/statistical-geography/S01012150,Paisley Gallowhill and Hillington - 05,0.2,32.9,10.3,55.7,0.9
http://statistics.gov.scot/id/statistical-geography/S01012151,Paisley Gallowhill and Hillington - 06,0,30.1,14.7,55.2,0
http://statistics.gov.scot/id/statistical-geography/S01012152,Paisley Gallowhill and Hillington - 07,0,88.9,0,11.1,0
http://statistics.gov.scot/id/statistical-geography/S01012100,Paisley Glenburn East - 01,9.2,27.9,20.1,42.8,0
http://statistics.gov.scot/id/statistical-geography/S01012101,Paisley Glenburn East - 02,38.2,17.5,39.8,4.5,0
http://statistics.gov.scot/id/statistical-geography/S01012102,Paisley Glenburn East - 03,0.9,66.3,9.4,23.4,0
http://statistics.gov.scot/id/statistical-geography/S01012103,Paisley Glenburn East - 04,9.8,29.5,23.9,36.8,0
http://statistics.gov.scot/id/statistical-geography/S01012095,Paisley Glenburn West - 01,19.4,32.5,33,15.1,0
http://statistics.gov.scot/id/statistical-geography/S01012096,Paisley Glenburn West - 02,0,26.6,30.2,42.5,0.8
http://statistics.gov.scot/id/statistical-geography/S01012097,Paisley Glenburn West - 03,6.2,10.4,30,53.4,0
http://statistics.gov.scot/id/statistical-geography/S01012098,Paisley Glenburn West - 04,2.9,33.8,33.8,29.4,0
http://statistics.gov.scot/id/statistical-geography/S01012099,Paisley Glenburn West - 05,0.3,44.1,25.5,30.1,0
http://statistics.gov.scot/id/statistical-geography/S01012153,Paisley North - 01,0.6,92.8,1.7,2.6,2.3
http://statistics.gov.scot/id/statistical-geography/S01012154,Paisley North - 02,0.8,98.9,0,0.4,0
http://statistics.gov.scot/id/statistical-geography/S01012155,Paisley North - 03,0.3,95.5,3.7,0.3,0.3
http://statistics.gov.scot/id/statistical-geography/S01012156,Paisley North - 04,0.5,56.8,20.1,22.6,0
http://statistics.gov.scot/id/statistical-geography/S01012157,Paisley North - 05,6.8,39.2,10.2,43.8,0
http://statistics.gov.scot/id/statistical-geography/S01012158,Paisley North - 06,16.3,39.8,20.7,23,0.2
http://statistics.gov.scot/id/statistical-geography/S01012134,Paisley North East - 01,2.7,89.7,5.5,2.1,0
http://statistics.gov.scot/id/statistical-geography/S01012135,Paisley North East - 02,0.2,99.8,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01012136,Paisley North East - 03,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01012137,Paisley North East - 04,0.2,88.3,4.1,7.4,0
http://statistics.gov.scot/id/statistical-geography/S01012138,Paisley North East - 05,6.3,66.2,25.8,1.7,0
http://statistics.gov.scot/id/statistical-geography/S01012139,Paisley North East - 06,10.6,47.2,38.7,3.5,0
http://statistics.gov.scot/id/statistical-geography/S01012140,Paisley North East - 07,22.8,9.7,59.1,8.4,0
http://statistics.gov.scot/id/statistical-geography/S01012070,Paisley North West - 01,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01012071,Paisley North West - 02,0,99.2,0,0.8,0
http://statistics.gov.scot/id/statistical-geography/S01012072,Paisley North West - 03,1.9,95.3,0.7,2,0.1
http://statistics.gov.scot/id/statistical-geography/S01012073,Paisley North West - 04,16.7,39.7,3.9,36.8,2.9
http://statistics.gov.scot/id/statistical-geography/S01012141,Paisley Ralston - 01,7.6,5.9,69.9,16.6,0
http://statistics.gov.scot/id/statistical-geography/S01012142,Paisley Ralston - 02,19.2,0,76.7,4.1,0
http://statistics.gov.scot/id/statistical-geography/S01012143,Paisley Ralston - 03,50.9,5.2,36,7.9,0
http://statistics.gov.scot/id/statistical-geography/S01012144,Paisley Ralston - 04,2.2,13.5,63.4,21,0
http://statistics.gov.scot/id/statistical-geography/S01012145,Paisley Ralston - 05,19,7.5,71.6,1,1
