"Data for weekly deaths (occurrences)1, by local authority, location and cause, 2020",,,,,,,,,
,,,,,,,,,
Week of occurrence,Council,Location of death,Cause of Death,deaths,,,,,
13,South Lanarkshire,Home / Non-institution,Non-COVID-19,22,,,,,
13,South Lanarkshire,Hospital,Non-COVID-19,35,,,,,
13,Stirling,Care Home,COVID-19,1,,,,,
13,Stirling,Hospital,COVID-19,2,,,,,
13,Stirling,Care Home,Non-COVID-19,4,,,,,
13,Stirling,Home / Non-institution,Non-COVID-19,7,,,,,
13,Stirling,Hospital,Non-COVID-19,3,,,,,
13,West Dunbartonshire,Care Home,COVID-19,4,,,,,
13,West Dunbartonshire,Hospital,COVID-19,4,,,,,
13,West Dunbartonshire,Care Home,Non-COVID-19,6,,,,,
13,West Dunbartonshire,Home / Non-institution,Non-COVID-19,13,,,,,
13,West Dunbartonshire,Hospital,Non-COVID-19,5,,,,,
13,West Lothian,Hospital,COVID-19,3,,,,,
13,West Lothian,Care Home,Non-COVID-19,5,,,,,
13,West Lothian,Home / Non-institution,Non-COVID-19,12,,,,,
13,West Lothian,Hospital,Non-COVID-19,11,,,,,
14,Aberdeen City,Home / Non-institution,COVID-19,1,,,,,
14,Aberdeen City,Hospital,COVID-19,5,,,,,
14,Aberdeen City,Care Home,Non-COVID-19,18,,,,,
14,Aberdeen City,Home / Non-institution,Non-COVID-19,14,,,,,
14,Aberdeen City,Hospital,Non-COVID-19,20,,,,,
14,Aberdeenshire,Care Home,COVID-19,6,,,,,
14,Aberdeenshire,Home / Non-institution,COVID-19,2,,,,,
14,Aberdeenshire,Hospital,COVID-19,7,,,,,
14,Aberdeenshire,Care Home,Non-COVID-19,21,,,,,
14,Aberdeenshire,Home / Non-institution,Non-COVID-19,14,,,,,
14,Aberdeenshire,Hospital,Non-COVID-19,16,,,,,
14,Angus,Care Home,COVID-19,2,,,,,
14,Angus,Home / Non-institution,COVID-19,1,,,,,
14,Angus,Hospital,COVID-19,3,,,,,
14,Angus,Care Home,Non-COVID-19,7,,,,,
14,Angus,Home / Non-institution,Non-COVID-19,14,,,,,
14,Angus,Hospital,Non-COVID-19,5,,,,,
14,Argyll and Bute,Care Home,COVID-19,1,,,,,
14,Argyll and Bute,Home / Non-institution,COVID-19,1,,,,,
14,Argyll and Bute,Hospital,COVID-19,4,,,,,
14,Argyll and Bute,Care Home,Non-COVID-19,8,,,,,
14,Argyll and Bute,Home / Non-institution,Non-COVID-19,13,,,,,
14,Argyll and Bute,Hospital,Non-COVID-19,9,,,,,
14,City of Edinburgh,Care Home,COVID-19,9,,,,,
14,City of Edinburgh,Home / Non-institution,COVID-19,8,,,,,
14,City of Edinburgh,Hospital,COVID-19,17,,,,,
14,City of Edinburgh,Care Home,Non-COVID-19,36,,,,,
14,City of Edinburgh,Home / Non-institution,Non-COVID-19,33,,,,,
14,City of Edinburgh,Hospital,Non-COVID-19,26,,,,,
14,Clackmannanshire,Care Home,COVID-19,1,,,,,
14,Clackmannanshire,Hospital,COVID-19,3,,,,,
14,Clackmannanshire,Care Home,Non-COVID-19,3,,,,,
14,Clackmannanshire,Home / Non-institution,Non-COVID-19,3,,,,,
14,Clackmannanshire,Hospital,Non-COVID-19,6,,,,,
14,Dumfries and Galloway,Care Home,COVID-19,2,,,,,
14,Dumfries and Galloway,Home / Non-institution,COVID-19,1,,,,,
14,Dumfries and Galloway,Hospital,COVID-19,9,,,,,
14,Dumfries and Galloway,Care Home,Non-COVID-19,11,,,,,
14,Dumfries and Galloway,Home / Non-institution,Non-COVID-19,15,,,,,
14,Dumfries and Galloway,Hospital,Non-COVID-19,16,,,,,
14,Dundee City,Care Home,COVID-19,5,,,,,
14,Dundee City,Home / Non-institution,COVID-19,1,,,,,
14,Dundee City,Hospital,COVID-19,7,,,,,
14,Dundee City,Care Home,Non-COVID-19,10,,,,,
14,Dundee City,Home / Non-institution,Non-COVID-19,23,,,,,
14,Dundee City,Hospital,Non-COVID-19,18,,,,,
14,East Ayrshire,Care Home,COVID-19,1,,,,,
14,East Ayrshire,Home / Non-institution,COVID-19,2,,,,,
14,East Ayrshire,Hospital,COVID-19,6,,,,,
14,East Ayrshire,Care Home,Non-COVID-19,5,,,,,
14,East Ayrshire,Home / Non-institution,Non-COVID-19,10,,,,,
14,East Ayrshire,Hospital,Non-COVID-19,11,,,,,
14,East Dunbartonshire,Care Home,COVID-19,3,,,,,
14,East Dunbartonshire,Hospital,COVID-19,2,,,,,
14,East Dunbartonshire,Care Home,Non-COVID-19,10,,,,,
14,East Dunbartonshire,Home / Non-institution,Non-COVID-19,9,,,,,
14,East Dunbartonshire,Hospital,Non-COVID-19,9,,,,,
14,East Lothian,Care Home,COVID-19,6,,,,,
14,East Lothian,Home / Non-institution,COVID-19,2,,,,,
14,East Lothian,Hospital,COVID-19,6,,,,,
14,East Lothian,Care Home,Non-COVID-19,5,,,,,
14,East Lothian,Home / Non-institution,Non-COVID-19,10,,,,,
14,East Lothian,Hospital,Non-COVID-19,8,,,,,
14,East Renfrewshire,Care Home,COVID-19,2,,,,,
14,East Renfrewshire,Home / Non-institution,COVID-19,1,,,,,
14,East Renfrewshire,Hospital,COVID-19,9,,,,,
14,East Renfrewshire,Care Home,Non-COVID-19,2,,,,,
14,East Renfrewshire,Home / Non-institution,Non-COVID-19,5,,,,,
14,East Renfrewshire,Hospital,Non-COVID-19,3,,,,,
14,Falkirk,Care Home,COVID-19,1,,,,,
14,Falkirk,Home / Non-institution,COVID-19,1,,,,,
14,Falkirk,Hospital,COVID-19,11,,,,,
14,Falkirk,Care Home,Non-COVID-19,10,,,,,
14,Falkirk,Home / Non-institution,Non-COVID-19,12,,,,,
14,Falkirk,Hospital,Non-COVID-19,15,,,,,
14,Fife,Care Home,COVID-19,2,,,,,
14,Fife,Home / Non-institution,COVID-19,1,,,,,
14,Fife,Hospital,COVID-19,13,,,,,
14,Fife,Care Home,Non-COVID-19,26,,,,,
14,Fife,Home / Non-institution,Non-COVID-19,30,,,,,
14,Fife,Hospital,Non-COVID-19,27,,,,,
14,Glasgow City,Care Home,COVID-19,26,,,,,
14,Glasgow City,Home / Non-institution,COVID-19,9,,,,,
14,Glasgow City,Hospital,COVID-19,41,,,,,
14,Glasgow City,Care Home,Non-COVID-19,52,,,,,
14,Glasgow City,Home / Non-institution,Non-COVID-19,51,,,,,
14,Glasgow City,Hospital,Non-COVID-19,46,,,,,
14,Glasgow City,Other institution,Non-COVID-19,2,,,,,
14,Highland,Home / Non-institution,COVID-19,1,,,,,
14,Highland,Hospital,COVID-19,5,,,,,
14,Highland,Care Home,Non-COVID-19,19,,,,,
14,Highland,Home / Non-institution,Non-COVID-19,19,,,,,
14,Highland,Hospital,Non-COVID-19,12,,,,,
14,Inverclyde,Care Home,COVID-19,5,,,,,
14,Inverclyde,Home / Non-institution,COVID-19,6,,,,,
14,Inverclyde,Hospital,COVID-19,11,,,,,
14,Inverclyde,Care Home,Non-COVID-19,11,,,,,
14,Inverclyde,Home / Non-institution,Non-COVID-19,9,,,,,
14,Inverclyde,Hospital,Non-COVID-19,13,,,,,
14,Midlothian,Care Home,COVID-19,3,,,,,
14,Midlothian,Hospital,COVID-19,6,,,,,
14,Midlothian,Care Home,Non-COVID-19,10,,,,,
14,Midlothian,Home / Non-institution,Non-COVID-19,6,,,,,
14,Midlothian,Hospital,Non-COVID-19,15,,,,,
14,Moray,Home / Non-institution,COVID-19,2,,,,,
14,Moray,Care Home,Non-COVID-19,7,,,,,
14,Moray,Home / Non-institution,Non-COVID-19,7,,,,,
14,Moray,Hospital,Non-COVID-19,3,,,,,
14,Na h-Eileanan Siar,Care Home,Non-COVID-19,2,,,,,
14,Na h-Eileanan Siar,Home / Non-institution,Non-COVID-19,3,,,,,
14,North Ayrshire,Care Home,COVID-19,1,,,,,
14,North Ayrshire,Home / Non-institution,COVID-19,3,,,,,
14,North Ayrshire,Hospital,COVID-19,8,,,,,
14,North Ayrshire,Care Home,Non-COVID-19,7,,,,,
14,North Ayrshire,Home / Non-institution,Non-COVID-19,17,,,,,
14,North Ayrshire,Hospital,Non-COVID-19,12,,,,,
14,North Lanarkshire,Care Home,COVID-19,11,,,,,
14,North Lanarkshire,Home / Non-institution,COVID-19,5,,,,,
14,North Lanarkshire,Hospital,COVID-19,20,,,,,
14,North Lanarkshire,Other institution,COVID-19,1,,,,,
14,North Lanarkshire,Care Home,Non-COVID-19,18,,,,,
14,North Lanarkshire,Home / Non-institution,Non-COVID-19,35,,,,,
14,North Lanarkshire,Hospital,Non-COVID-19,29,,,,,
14,Orkney Islands,Hospital,COVID-19,1,,,,,
14,Orkney Islands,Care Home,Non-COVID-19,2,,,,,
14,Orkney Islands,Home / Non-institution,Non-COVID-19,6,,,,,
14,Perth and Kinross,Home / Non-institution,COVID-19,2,,,,,
14,Perth and Kinross,Hospital,COVID-19,5,,,,,
14,Perth and Kinross,Care Home,Non-COVID-19,14,,,,,
14,Perth and Kinross,Home / Non-institution,Non-COVID-19,12,,,,,
14,Perth and Kinross,Hospital,Non-COVID-19,13,,,,,
14,Perth and Kinross,Other institution,Non-COVID-19,1,,,,,
14,Renfrewshire,Care Home,COVID-19,2,,,,,
14,Renfrewshire,Home / Non-institution,COVID-19,2,,,,,
14,Renfrewshire,Hospital,COVID-19,13,,,,,
14,Renfrewshire,Care Home,Non-COVID-19,12,,,,,
14,Renfrewshire,Home / Non-institution,Non-COVID-19,20,,,,,
14,Renfrewshire,Hospital,Non-COVID-19,6,,,,,
14,Renfrewshire,Other institution,Non-COVID-19,1,,,,,
14,Scottish Borders,Care Home,COVID-19,1,,,,,
14,Scottish Borders,Home / Non-institution,COVID-19,2,,,,,
14,Scottish Borders,Hospital,COVID-19,13,,,,,
14,Scottish Borders,Care Home,Non-COVID-19,4,,,,,
14,Scottish Borders,Home / Non-institution,Non-COVID-19,14,,,,,
14,Scottish Borders,Hospital,Non-COVID-19,8,,,,,
14,Scottish Borders,Other institution,Non-COVID-19,3,,,,,
14,Shetland Islands,Care Home,COVID-19,1,,,,,
14,Shetland Islands,Care Home,Non-COVID-19,5,,,,,
14,Shetland Islands,Home / Non-institution,Non-COVID-19,3,,,,,
14,South Ayrshire,Care Home,COVID-19,2,,,,,
14,South Ayrshire,Home / Non-institution,COVID-19,1,,,,,
14,South Ayrshire,Hospital,COVID-19,7,,,,,
14,South Ayrshire,Care Home,Non-COVID-19,14,,,,,
14,South Ayrshire,Home / Non-institution,Non-COVID-19,16,,,,,
14,South Ayrshire,Hospital,Non-COVID-19,14,,,,,
14,South Lanarkshire,Care Home,COVID-19,2,,,,,
14,South Lanarkshire,Home / Non-institution,COVID-19,5,,,,,
14,South Lanarkshire,Hospital,COVID-19,21,,,,,
14,South Lanarkshire,Care Home,Non-COVID-19,32,,,,,
14,South Lanarkshire,Home / Non-institution,Non-COVID-19,34,,,,,
14,South Lanarkshire,Hospital,Non-COVID-19,24,,,,,
14,South Lanarkshire,Other institution,Non-COVID-19,1,,,,,
14,Stirling,Care Home,COVID-19,2,,,,,
14,Stirling,Home / Non-institution,COVID-19,1,,,,,
14,Stirling,Hospital,COVID-19,11,,,,,
14,Stirling,Care Home,Non-COVID-19,7,,,,,
14,Stirling,Home / Non-institution,Non-COVID-19,12,,,,,
14,Stirling,Hospital,Non-COVID-19,5,,,,,
14,West Dunbartonshire,Care Home,COVID-19,6,,,,,
14,West Dunbartonshire,Home / Non-institution,COVID-19,1,,,,,
14,West Dunbartonshire,Hospital,COVID-19,11,,,,,
14,West Dunbartonshire,Care Home,Non-COVID-19,4,,,,,
14,West Dunbartonshire,Home / Non-institution,Non-COVID-19,8,,,,,
14,West Dunbartonshire,Hospital,Non-COVID-19,4,,,,,
14,West Lothian,Care Home,COVID-19,1,,,,,
14,West Lothian,Home / Non-institution,COVID-19,3,,,,,
14,West Lothian,Hospital,COVID-19,8,,,,,
14,West Lothian,Care Home,Non-COVID-19,10,,,,,
14,West Lothian,Home / Non-institution,Non-COVID-19,14,,,,,
14,West Lothian,Hospital,Non-COVID-19,13,,,,,
15,Aberdeen City,Care Home,COVID-19,6,,,,,
15,Aberdeen City,Home / Non-institution,COVID-19,2,,,,,
15,Aberdeen City,Hospital,COVID-19,5,,,,,
15,Aberdeen City,Care Home,Non-COVID-19,6,,,,,
15,Aberdeen City,Home / Non-institution,Non-COVID-19,17,,,,,
15,Aberdeen City,Hospital,Non-COVID-19,18,,,,,
15,Aberdeenshire,Care Home,COVID-19,10,,,,,
15,Aberdeenshire,Home / Non-institution,COVID-19,2,,,,,
15,Aberdeenshire,Hospital,COVID-19,9,,,,,
15,Aberdeenshire,Care Home,Non-COVID-19,25,,,,,
15,Aberdeenshire,Home / Non-institution,Non-COVID-19,16,,,,,
15,Aberdeenshire,Hospital,Non-COVID-19,11,,,,,
15,Angus,Care Home,COVID-19,5,,,,,
15,Angus,Hospital,COVID-19,4,,,,,
15,Angus,Care Home,Non-COVID-19,13,,,,,
15,Angus,Home / Non-institution,Non-COVID-19,14,,,,,
15,Angus,Hospital,Non-COVID-19,15,,,,,
15,Argyll and Bute,Care Home,COVID-19,3,,,,,
15,Argyll and Bute,Home / Non-institution,COVID-19,1,,,,,
15,Argyll and Bute,Hospital,COVID-19,7,,,,,
15,Argyll and Bute,Care Home,Non-COVID-19,6,,,,,
15,Argyll and Bute,Home / Non-institution,Non-COVID-19,11,,,,,
15,Argyll and Bute,Hospital,Non-COVID-19,4,,,,,
15,City of Edinburgh,Care Home,COVID-19,39,,,,,
15,City of Edinburgh,Home / Non-institution,COVID-19,1,,,,,
15,City of Edinburgh,Hospital,COVID-19,27,,,,,
15,City of Edinburgh,Care Home,Non-COVID-19,25,,,,,
15,City of Edinburgh,Home / Non-institution,Non-COVID-19,41,,,,,
15,City of Edinburgh,Hospital,Non-COVID-19,29,,,,,
15,Clackmannanshire,Care Home,COVID-19,1,,,,,
15,Clackmannanshire,Hospital,COVID-19,2,,,,,
15,Clackmannanshire,Care Home,Non-COVID-19,6,,,,,
15,Clackmannanshire,Home / Non-institution,Non-COVID-19,3,,,,,
15,Clackmannanshire,Hospital,Non-COVID-19,3,,,,,
15,Clackmannanshire,Other institution,Non-COVID-19,1,,,,,
15,Dumfries and Galloway,Care Home,COVID-19,2,,,,,
15,Dumfries and Galloway,Hospital,COVID-19,5,,,,,
15,Dumfries and Galloway,Care Home,Non-COVID-19,8,,,,,
15,Dumfries and Galloway,Home / Non-institution,Non-COVID-19,13,,,,,
15,Dumfries and Galloway,Hospital,Non-COVID-19,11,,,,,
15,Dundee City,Care Home,COVID-19,7,,,,,
15,Dundee City,Home / Non-institution,COVID-19,4,,,,,
15,Dundee City,Hospital,COVID-19,16,,,,,
15,Dundee City,Care Home,Non-COVID-19,12,,,,,
15,Dundee City,Home / Non-institution,Non-COVID-19,22,,,,,
15,Dundee City,Hospital,Non-COVID-19,12,,,,,
15,East Ayrshire,Care Home,COVID-19,3,,,,,
15,East Ayrshire,Hospital,COVID-19,8,,,,,
15,East Ayrshire,Care Home,Non-COVID-19,8,,,,,
15,East Ayrshire,Home / Non-institution,Non-COVID-19,16,,,,,
15,East Ayrshire,Hospital,Non-COVID-19,10,,,,,
15,East Dunbartonshire,Care Home,COVID-19,6,,,,,
15,East Dunbartonshire,Hospital,COVID-19,5,,,,,
15,East Dunbartonshire,Care Home,Non-COVID-19,16,,,,,
15,East Dunbartonshire,Home / Non-institution,Non-COVID-19,7,,,,,
15,East Dunbartonshire,Hospital,Non-COVID-19,3,,,,,
15,East Lothian,Care Home,COVID-19,13,,,,,
15,East Lothian,Hospital,COVID-19,5,,,,,
15,East Lothian,Care Home,Non-COVID-19,8,,,,,
15,East Lothian,Home / Non-institution,Non-COVID-19,4,,,,,
15,East Lothian,Hospital,Non-COVID-19,8,,,,,
15,East Renfrewshire,Care Home,COVID-19,4,,,,,
15,East Renfrewshire,Hospital,COVID-19,9,,,,,
15,East Renfrewshire,Care Home,Non-COVID-19,5,,,,,
15,East Renfrewshire,Home / Non-institution,Non-COVID-19,10,,,,,
15,East Renfrewshire,Hospital,Non-COVID-19,8,,,,,
15,Falkirk,Care Home,COVID-19,5,,,,,
15,Falkirk,Home / Non-institution,COVID-19,3,,,,,
15,Falkirk,Hospital,COVID-19,10,,,,,
15,Falkirk,Care Home,Non-COVID-19,15,,,,,
15,Falkirk,Home / Non-institution,Non-COVID-19,14,,,,,
15,Falkirk,Hospital,Non-COVID-19,7,,,,,
15,Fife,Care Home,COVID-19,8,,,,,
15,Fife,Home / Non-institution,COVID-19,4,,,,,
15,Fife,Hospital,COVID-19,23,,,,,
15,Fife,Care Home,Non-COVID-19,20,,,,,
15,Fife,Home / Non-institution,Non-COVID-19,28,,,,,
15,Fife,Hospital,Non-COVID-19,28,,,,,
15,Glasgow City,Care Home,COVID-19,28,,,,,
15,Glasgow City,Home / Non-institution,COVID-19,4,,,,,
15,Glasgow City,Hospital,COVID-19,83,,,,,
15,Glasgow City,Care Home,Non-COVID-19,43,,,,,
15,Glasgow City,Home / Non-institution,Non-COVID-19,75,,,,,
15,Glasgow City,Hospital,Non-COVID-19,40,,,,,
15,Highland,Care Home,COVID-19,1,,,,,
15,Highland,Hospital,COVID-19,8,,,,,
15,Highland,Care Home,Non-COVID-19,26,,,,,
15,Highland,Home / Non-institution,Non-COVID-19,21,,,,,
15,Highland,Hospital,Non-COVID-19,17,,,,,
15,Inverclyde,Care Home,COVID-19,8,,,,,
15,Inverclyde,Home / Non-institution,COVID-19,2,,,,,
15,Inverclyde,Hospital,COVID-19,20,,,,,
15,Inverclyde,Care Home,Non-COVID-19,15,,,,,
15,Inverclyde,Home / Non-institution,Non-COVID-19,11,,,,,
15,Inverclyde,Hospital,Non-COVID-19,6,,,,,
15,Midlothian,Care Home,COVID-19,7,,,,,
15,Midlothian,Home / Non-institution,COVID-19,1,,,,,
15,Midlothian,Hospital,COVID-19,7,,,,,
15,Midlothian,Care Home,Non-COVID-19,5,,,,,
15,Midlothian,Home / Non-institution,Non-COVID-19,4,,,,,
15,Midlothian,Hospital,Non-COVID-19,6,,,,,
15,Moray,Care Home,Non-COVID-19,3,,,,,
15,Moray,Home / Non-institution,Non-COVID-19,8,,,,,
15,Moray,Hospital,Non-COVID-19,9,,,,,
15,Na h-Eileanan Siar,Care Home,Non-COVID-19,5,,,,,
15,Na h-Eileanan Siar,Home / Non-institution,Non-COVID-19,3,,,,,
15,Na h-Eileanan Siar,Hospital,Non-COVID-19,1,,,,,
15,North Ayrshire,Care Home,COVID-19,9,,,,,
15,North Ayrshire,Hospital,COVID-19,9,,,,,
15,North Ayrshire,Care Home,Non-COVID-19,6,,,,,
15,North Ayrshire,Home / Non-institution,Non-COVID-19,14,,,,,
15,North Ayrshire,Hospital,Non-COVID-19,18,,,,,
15,North Lanarkshire,Care Home,COVID-19,13,,,,,
15,North Lanarkshire,Home / Non-institution,COVID-19,3,,,,,
15,North Lanarkshire,Hospital,COVID-19,27,,,,,
15,North Lanarkshire,Care Home,Non-COVID-19,17,,,,,
15,North Lanarkshire,Home / Non-institution,Non-COVID-19,43,,,,,
15,North Lanarkshire,Hospital,Non-COVID-19,26,,,,,
15,North Lanarkshire,Other institution,Non-COVID-19,3,,,,,
15,Orkney Islands,Hospital,COVID-19,1,,,,,
15,Orkney Islands,Home / Non-institution,Non-COVID-19,5,,,,,
15,Orkney Islands,Hospital,Non-COVID-19,1,,,,,
15,Perth and Kinross,Care Home,COVID-19,1,,,,,
15,Perth and Kinross,Home / Non-institution,COVID-19,1,,,,,
15,Perth and Kinross,Hospital,COVID-19,4,,,,,
15,Perth and Kinross,Care Home,Non-COVID-19,11,,,,,
15,Perth and Kinross,Home / Non-institution,Non-COVID-19,16,,,,,
15,Perth and Kinross,Hospital,Non-COVID-19,17,,,,,
15,Perth and Kinross,Other institution,Non-COVID-19,1,,,,,
15,Renfrewshire,Care Home,COVID-19,12,,,,,
15,Renfrewshire,Home / Non-institution,COVID-19,2,,,,,
15,Renfrewshire,Hospital,COVID-19,12,,,,,
15,Renfrewshire,Care Home,Non-COVID-19,20,,,,,
15,Renfrewshire,Home / Non-institution,Non-COVID-19,15,,,,,
15,Renfrewshire,Hospital,Non-COVID-19,8,,,,,
15,Scottish Borders,Care Home,COVID-19,1,,,,,
15,Scottish Borders,Home / Non-institution,COVID-19,1,,,,,
15,Scottish Borders,Hospital,COVID-19,11,,,,,
15,Scottish Borders,Care Home,Non-COVID-19,4,,,,,
15,Scottish Borders,Home / Non-institution,Non-COVID-19,10,,,,,
15,Scottish Borders,Hospital,Non-COVID-19,7,,,,,
15,Scottish Borders,Other institution,Non-COVID-19,1,,,,,
15,Shetland Islands,Care Home,COVID-19,4,,,,,
15,Shetland Islands,Hospital,COVID-19,1,,,,,
15,Shetland Islands,Home / Non-institution,Non-COVID-19,2,,,,,
15,Shetland Islands,Hospital,Non-COVID-19,1,,,,,
15,South Ayrshire,Care Home,COVID-19,12,,,,,
15,South Ayrshire,Hospital,COVID-19,4,,,,,
15,South Ayrshire,Care Home,Non-COVID-19,8,,,,,
15,South Ayrshire,Home / Non-institution,Non-COVID-19,9,,,,,
15,South Ayrshire,Hospital,Non-COVID-19,10,,,,,
15,South Lanarkshire,Care Home,COVID-19,17,,,,,
15,South Lanarkshire,Home / Non-institution,COVID-19,3,,,,,
15,South Lanarkshire,Hospital,COVID-19,20,,,,,
15,South Lanarkshire,Care Home,Non-COVID-19,21,,,,,
15,South Lanarkshire,Home / Non-institution,Non-COVID-19,31,,,,,
15,South Lanarkshire,Hospital,Non-COVID-19,24,,,,,
15,Stirling,Care Home,COVID-19,3,,,,,
15,Stirling,Home / Non-institution,COVID-19,1,,,,,
15,Stirling,Hospital,COVID-19,5,,,,,
15,Stirling,Care Home,Non-COVID-19,8,,,,,
15,Stirling,Home / Non-institution,Non-COVID-19,3,,,,,
15,Stirling,Hospital,Non-COVID-19,4,,,,,
15,West Dunbartonshire,Care Home,COVID-19,12,,,,,
15,West Dunbartonshire,Home / Non-institution,COVID-19,2,,,,,
15,West Dunbartonshire,Hospital,COVID-19,5,,,,,
15,West Dunbartonshire,Care Home,Non-COVID-19,4,,,,,
15,West Dunbartonshire,Home / Non-institution,Non-COVID-19,12,,,,,
15,West Dunbartonshire,Hospital,Non-COVID-19,8,,,,,
15,West Lothian,Care Home,COVID-19,1,,,,,
15,West Lothian,Home / Non-institution,COVID-19,3,,,,,
15,West Lothian,Hospital,COVID-19,7,,,,,
15,West Lothian,Care Home,Non-COVID-19,15,,,,,
15,West Lothian,Home / Non-institution,Non-COVID-19,7,,,,,
15,West Lothian,Hospital,Non-COVID-19,7,,,,,
16,Aberdeen City,Care Home,COVID-19,14,,,,,
16,Aberdeen City,Home / Non-institution,COVID-19,1,,,,,
16,Aberdeen City,Hospital,COVID-19,4,,,,,
16,Aberdeen City,Care Home,Non-COVID-19,10,,,,,
16,Aberdeen City,Home / Non-institution,Non-COVID-19,13,,,,,
16,Aberdeen City,Hospital,Non-COVID-19,14,,,,,
16,Aberdeenshire,Care Home,COVID-19,11,,,,,
16,Aberdeenshire,Home / Non-institution,COVID-19,3,,,,,
16,Aberdeenshire,Hospital,COVID-19,9,,,,,
16,Aberdeenshire,Care Home,Non-COVID-19,24,,,,,
16,Aberdeenshire,Home / Non-institution,Non-COVID-19,22,,,,,
16,Aberdeenshire,Hospital,Non-COVID-19,13,,,,,
16,Angus,Care Home,COVID-19,11,,,,,
16,Angus,Home / Non-institution,COVID-19,2,,,,,
16,Angus,Hospital,COVID-19,1,,,,,
16,Angus,Care Home,Non-COVID-19,12,,,,,
16,Angus,Home / Non-institution,Non-COVID-19,8,,,,,
16,Angus,Hospital,Non-COVID-19,10,,,,,
16,Argyll and Bute,Care Home,COVID-19,5,,,,,
16,Argyll and Bute,Home / Non-institution,COVID-19,1,,,,,
16,Argyll and Bute,Hospital,COVID-19,6,,,,,
16,Argyll and Bute,Care Home,Non-COVID-19,5,,,,,
16,Argyll and Bute,Home / Non-institution,Non-COVID-19,13,,,,,
16,Argyll and Bute,Hospital,Non-COVID-19,11,,,,,
16,City of Edinburgh,Care Home,COVID-19,43,,,,,
16,City of Edinburgh,Home / Non-institution,COVID-19,4,,,,,
16,City of Edinburgh,Hospital,COVID-19,18,,,,,
16,City of Edinburgh,Care Home,Non-COVID-19,37,,,,,
16,City of Edinburgh,Home / Non-institution,Non-COVID-19,32,,,,,
16,City of Edinburgh,Hospital,Non-COVID-19,29,,,,,
16,Clackmannanshire,Care Home,COVID-19,4,,,,,
16,Clackmannanshire,Care Home,Non-COVID-19,4,,,,,
16,Clackmannanshire,Home / Non-institution,Non-COVID-19,4,,,,,
16,Clackmannanshire,Hospital,Non-COVID-19,2,,,,,
16,Dumfries and Galloway,Care Home,COVID-19,2,,,,,
16,Dumfries and Galloway,Hospital,COVID-19,4,,,,,
16,Dumfries and Galloway,Care Home,Non-COVID-19,12,,,,,
16,Dumfries and Galloway,Home / Non-institution,Non-COVID-19,20,,,,,
16,Dumfries and Galloway,Hospital,Non-COVID-19,12,,,,,
16,Dundee City,Care Home,COVID-19,11,,,,,
16,Dundee City,Home / Non-institution,COVID-19,1,,,,,
16,Dundee City,Hospital,COVID-19,11,,,,,
16,Dundee City,Care Home,Non-COVID-19,7,,,,,
16,Dundee City,Home / Non-institution,Non-COVID-19,15,,,,,
16,Dundee City,Hospital,Non-COVID-19,14,,,,,
16,East Ayrshire,Care Home,COVID-19,1,,,,,
16,East Ayrshire,Home / Non-institution,COVID-19,1,,,,,
16,East Ayrshire,Hospital,COVID-19,5,,,,,
16,East Ayrshire,Care Home,Non-COVID-19,6,,,,,
16,East Ayrshire,Home / Non-institution,Non-COVID-19,15,,,,,
16,East Ayrshire,Hospital,Non-COVID-19,10,,,,,
16,East Dunbartonshire,Care Home,COVID-19,4,,,,,
16,East Dunbartonshire,Home / Non-institution,COVID-19,2,,,,,
16,East Dunbartonshire,Hospital,COVID-19,6,,,,,
16,East Dunbartonshire,Care Home,Non-COVID-19,8,,,,,
16,East Dunbartonshire,Home / Non-institution,Non-COVID-19,9,,,,,
16,East Dunbartonshire,Hospital,Non-COVID-19,3,,,,,
16,East Lothian,Care Home,COVID-19,11,,,,,
16,East Lothian,Hospital,COVID-19,3,,,,,
16,East Lothian,Care Home,Non-COVID-19,5,,,,,
16,East Lothian,Home / Non-institution,Non-COVID-19,6,,,,,
16,East Lothian,Hospital,Non-COVID-19,7,,,,,
16,East Renfrewshire,Care Home,COVID-19,12,,,,,
16,East Renfrewshire,Home / Non-institution,COVID-19,1,,,,,
16,East Renfrewshire,Hospital,COVID-19,5,,,,,
16,East Renfrewshire,Care Home,Non-COVID-19,7,,,,,
16,East Renfrewshire,Home / Non-institution,Non-COVID-19,4,,,,,
16,East Renfrewshire,Hospital,Non-COVID-19,7,,,,,
16,Falkirk,Care Home,COVID-19,9,,,,,
16,Falkirk,Home / Non-institution,COVID-19,2,,,,,
16,Falkirk,Hospital,COVID-19,6,,,,,
16,Falkirk,Care Home,Non-COVID-19,13,,,,,
16,Falkirk,Home / Non-institution,Non-COVID-19,13,,,,,
16,Falkirk,Hospital,Non-COVID-19,12,,,,,
16,Fife,Care Home,COVID-19,20,,,,,
16,Fife,Home / Non-institution,COVID-19,2,,,,,
16,Fife,Hospital,COVID-19,18,,,,,
16,Fife,Care Home,Non-COVID-19,11,,,,,
16,Fife,Home / Non-institution,Non-COVID-19,31,,,,,
16,Fife,Hospital,Non-COVID-19,14,,,,,
16,Glasgow City,Care Home,COVID-19,45,,,,,
16,Glasgow City,Home / Non-institution,COVID-19,3,,,,,
16,Glasgow City,Hospital,COVID-19,55,,,,,
16,Glasgow City,Care Home,Non-COVID-19,45,,,,,
16,Glasgow City,Home / Non-institution,Non-COVID-19,52,,,,,
